MARC tag	Field name	Field repeatability	Field note	SF delimiter	SF name	SF repeatability	SF note	Subfield	Endeca element	i1	i2	Other constraint	Institution
700	ADDED ENTRY--PERSONAL NAME	R	.	h	Medium	NR	.	700h	Other Titles	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	i	Relationship information	R	.	700i	Name Title	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	i	Relationship information	R	.	700i	Other Titles	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	j	Attribution qualifier	R	.	700j	Name Title	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	j	Attribution qualifier	R	.	700j	Other Titles	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	k	Form subheading	R	.	700k	Name Title	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	k	Form subheading	R	.	700k	Other Titles	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	l	Language of a work	NR	.	700l	Name Title	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	l	Language of a work	NR	.	700l	Other Titles	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	m	Medium of performance for music	R	.	700m	Name Title	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	m	Medium of performance for music	R	.	700m	Other Titles	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	n	Number of part/section of a work	R	.	700n	Name Title	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	n	Number of part/section of a work	R	.	700n	Other Titles	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	o	Arranged statement for music	NR	.	700o	Name Title	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	o	Arranged statement for music	NR	.	700o	Other Titles	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	p	Name of part/section of a work	R	.	700p	Name Title	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	p	Name of part/section of a work	R	.	700p	Other Titles	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	q	Fuller form of name	NR	.	700q	Author	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	q	Fuller form of name	NR	.	700q	Name Title	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	q	Fuller form of name	NR	.	700q	Other Authors	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	r	Key for music	NR	.	700r	Name Title	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	r	Key for music	NR	.	700r	Other Titles	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	s	Version	NR	.	700s	Name Title	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	s	Version	NR	.	700s	Other Titles	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	t	Title of a work	NR	.	700t	Name Title	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	t	Title of a work	NR	.	700t	Other Titles	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	u	Affiliation	NR	.	700u	Name Title	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	x	International Standard Serial Number	NR	.	700x	Name Title	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	4	Relationship	R	.	7004	Name Title	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	a	Corporate name or jurisdiction name as entry element	NR	.	710a	Name Title	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	a	Corporate name or jurisdiction name as entry element	NR	.	710a	Other Authors	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	b	Subordinate unit	R	.	710b	Name Title	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	b	Subordinate unit	R	.	710b	Other Authors	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	c	Location of meeting	R	.	710c	Name Title	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	c	Location of meeting	R	.	710c	Other Authors	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	d	Date of meeting or treaty signing	R	.	710d	Name Title	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	d	Date of meeting or treaty signing	R	.	710d	Other Authors	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	e	Relator term	R	.	710e	Name Title	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	e	Relator term	R	.	710e	Other Authors	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	f	Date of a work	NR	.	710f	Name Title	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	f	Date of a work	NR	.	710f	Other Titles	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	g	Miscellaneous information	R	.	710g	Name Title	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	g	Miscellaneous information	R	.	710g	Other Titles	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	h	Medium	NR	.	710h	Name Title	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	h	Medium	NR	.	710h	Other Titles	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	i	Relationship information	R	.	710i	Name Title	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	k	Form subheading	R	.	710k	Name Title	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	k	Form subheading	R	.	710k	Other Titles	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	l	Language of a work	NR	.	710l	Name Title	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	l	Language of a work	NR	.	710l	Other Titles	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	m	Medium of performance for music	R	.	710m	Name Title	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	m	Medium of performance for music	R	.	710m	Other Titles	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	n	Number of part/section/meeting	R	.	710n	Name Title	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	n	Number of part/section/meeting	R	.	710n	Other Titles	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	o	Arranged statement for music	NR	.	710o	Name Title	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	o	Arranged statement for music	NR	.	710o	Other Titles	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	p	Name of part/section of a work	R	.	710p	Name Title	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	p	Name of part/section of a work	R	.	710p	Other Titles	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	r	Key for music	NR	.	710r	Name Title	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	r	Key for music	NR	.	710r	Other Titles	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	s	Version	NR	.	710s	Name Title	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	s	Version	NR	.	710s	Other Titles	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	t	Title of a work	NR	.	710t	Name Title	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	t	Title of a work	NR	.	710t	Other Titles	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	u	Affiliation	NR	.	710u	Name Title	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	x	International Standard Serial Number	NR	.	710x	Name Title	.	.	.	TRLN
710	ADDED ENTRY--CORPORATE NAME	R	.	4	Relationship	R	.	7104	Name Title	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	a	Meeting name or jurisdiction name as entry element	NR	.	711a	Name Title	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	a	Meeting name or jurisdiction name as entry element	NR	.	711a	Other Authors	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	b	Number	.	[OBSOLETE]	711b	Other Authors	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	c	Location of meeting	R	.	711c	Name Title	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	c	Location of meeting	R	.	711c	Other Authors	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	d	Date of meeting	NR	.	711d	Name Title	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	d	Date of meeting	NR	.	711d	Other Authors	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	e	Subordinate unit	R	.	711e	Name Title	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	e	Subordinate unit	R	.	711e	Other Authors	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	f	Date of a work	NR	.	711f	Name Title	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	f	Date of a work	NR	.	711f	Other Titles	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	g	Miscellaneous information	R	.	711g	Name Title	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	g	Miscellaneous information	R	.	711g	Other Titles	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	h	Medium	NR	.	711h	Name Title	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	h	Medium	NR	.	711h	Other Titles	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	i	Relationship information	R	.	711i	Name Title	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	j	Relator term	R	.	711j	Name Title	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	k	Form subheading	R	.	711k	Name Title	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	k	Form subheading	R	.	711k	Other Titles	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	l	Language of a work	NR	.	711l	Name Title	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	l	Language of a work	NR	.	711l	Other Titles	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	n	Number of part/section/meeting	R	.	711n	Name Title	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	n	Number of part/section/meeting	R	.	711n	Other Titles	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	p	Name of part/section of a work	R	.	711p	Name Title	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	p	Name of part/section of a work	R	.	711p	Other Titles	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	q	Name of meeting following jurisdiction name entry element	NR	.	711q	Name Title	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	q	Name of meeting following jurisdiction name entry element	NR	.	711q	Other Authors	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	s	Version	NR	.	711s	Name Title	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	s	Version	NR	.	711s	Other Titles	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	t	Title of a work	NR	.	711t	Name Title	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	t	Title of a work	NR	.	711t	Other Titles	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	u	Affiliation	NR	.	711u	Name Title	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	x	International Standard Serial Number	NR	.	711x	Name Title	.	.	.	TRLN
711	ADDED ENTRY--MEETING NAME	R	.	4	Relationship	R	.	7114	Name Title	.	.	.	TRLN
720	ADDED ENTRY--UNCONTROLLED NAME	R	.	a	Name	NR	.	720a	Uncontrolled Author	.	.	.	TRLN
730	ADDED ENTRY--UNIFORM TITLE	R	.	a	Uniform title	NR	.	730a	Uniform Title	.	.	.	TRLN
730	ADDED ENTRY--UNIFORM TITLE	R	.	d	Date of treaty signing	R	.	730d	Uniform Title	.	.	.	TRLN
730	ADDED ENTRY--UNIFORM TITLE	R	.	f	Date of a work	NR	.	730f	Uniform Title	.	.	.	TRLN
730	ADDED ENTRY--UNIFORM TITLE	R	.	g	Miscellaneous information	R	.	730g	Uniform Title	.	.	.	TRLN
730	ADDED ENTRY--UNIFORM TITLE	R	.	h	Medium	NR	.	730h	Uniform Title	.	.	.	TRLN
730	ADDED ENTRY--UNIFORM TITLE	R	.	k	Form subheading	R	.	730k	Uniform Title	.	.	.	TRLN
730	ADDED ENTRY--UNIFORM TITLE	R	.	l	Language of a work	NR	.	730l	Uniform Title	.	.	.	TRLN
730	ADDED ENTRY--UNIFORM TITLE	R	.	m	Medium of performance for music	R	.	730m	Uniform Title	.	.	.	TRLN
730	ADDED ENTRY--UNIFORM TITLE	R	.	n	Number of part/section of a work	R	.	730n	Uniform Title	.	.	.	TRLN
730	ADDED ENTRY--UNIFORM TITLE	R	.	o	Arranged statement for music	NR	.	730o	Uniform Title	.	.	.	TRLN
730	ADDED ENTRY--UNIFORM TITLE	R	.	p	Name of part/section of a work	R	.	730p	Uniform Title	.	.	.	TRLN
730	ADDED ENTRY--UNIFORM TITLE	R	.	r	Key for music	NR	.	730r	Uniform Title	.	.	.	TRLN
730	ADDED ENTRY--UNIFORM TITLE	R	.	s	Version	NR	.	730s	Uniform Title	.	.	.	TRLN
730	ADDED ENTRY--UNIFORM TITLE	R	.	t	Title of a work	NR	.	730t	Uniform Title	.	.	.	TRLN
740	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE	R	.	a	Uncontrolled related/analytical title	NR	.	740a	Varying Titles	.	.	.	TRLN
740	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE	R	.	h	Medium	NR	.	740h	Varying Titles	.	.	.	TRLN
740	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE	R	.	n	Number of part/section of a work	R	.	740n	Varying Titles	.	.	.	TRLN
740	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE	R	.	p	Name of part/section of a work	R	.	740p	Varying Titles	.	.	.	TRLN
752	ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	a	Country or larger entity	R	.	752a	Notes	.	.	.	TRLN
752	ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	b	First-order political jurisdiction	NR	.	752b	Notes	.	.	.	TRLN
752	ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	c	Intermediate political jurisdiction	R	.	752c	Notes	.	.	.	TRLN
752	ADDED ENTRY--HIERARCHICAL PLACE NAME	R	.	d	City	NR	.	752d	Notes	.	.	.	TRLN
760	MAIN SERIES ENTRY	R	.	a	Main entry heading	NR	.	760a	Main Series Linking	.	.	.	TRLN
760	MAIN SERIES ENTRY	R	.	b	Edition	NR	.	760b	Main Series Linking	.	.	.	TRLN
760	MAIN SERIES ENTRY	R	.	c	Qualifying information	NR	.	760c	Main Series Linking	.	.	.	TRLN
760	MAIN SERIES ENTRY	R	.	d	Place, publisher, and date of publication	NR	.	760d	Main Series Linking	.	.	.	TRLN
760	MAIN SERIES ENTRY	R	.	g	Related parts	R	.	760g	Main Series Linking	.	.	.	TRLN
760	MAIN SERIES ENTRY	R	.	h	Physical description	NR	.	760h	Main Series Linking	.	.	.	TRLN
760	MAIN SERIES ENTRY	R	.	i	Relationship information	R	.	760i	Main Series Linking	.	.	.	TRLN
760	MAIN SERIES ENTRY	R	.	m	Material-specific details	NR	.	760m	Main Series Linking	.	.	.	TRLN
760	MAIN SERIES ENTRY	R	.	n	Note	R	.	760n	Main Series Linking	.	.	.	TRLN
760	MAIN SERIES ENTRY	R	.	o	Other item identifier	R	.	760o	Main Series Linking	.	.	.	TRLN
760	MAIN SERIES ENTRY	R	.	s	Uniform title	NR	.	760s	Main Series Linking	.	.	.	TRLN
760	MAIN SERIES ENTRY	R	.	t	Title	NR	.	760t	Main Series Linking	.	.	.	TRLN
760	MAIN SERIES ENTRY	R	.	w	Record control number	R	.	760w	Main Series Linking	.	.	.	TRLN
760	MAIN SERIES ENTRY	R	.	x	International Standard Serial Number	NR	.	760x	Main Series Linking	.	.	.	TRLN
760	MAIN SERIES ENTRY	R	.	y	CODEN designation	NR	.	760y	Main Series Linking	.	.	.	TRLN
762	SUBSERIES ENTRY	R	.	a	Main entry heading	NR	.	762a	Subseries Linking	.	.	.	TRLN
762	SUBSERIES ENTRY	R	.	b	Edition	NR	.	762b	Subseries Linking	.	.	.	TRLN
762	SUBSERIES ENTRY	R	.	c	Qualifying information	NR	.	762c	Subseries Linking	.	.	.	TRLN
762	SUBSERIES ENTRY	R	.	d	Place, publisher, and date of publication	NR	.	762d	Subseries Linking	.	.	.	TRLN
762	SUBSERIES ENTRY	R	.	g	Related parts	R	.	762g	Subseries Linking	.	.	.	TRLN
762	SUBSERIES ENTRY	R	.	h	Physical description	NR	.	762h	Subseries Linking	.	.	.	TRLN
762	SUBSERIES ENTRY	R	.	i	Relationship information	R	.	762i	Subseries Linking	.	.	.	TRLN
762	SUBSERIES ENTRY	R	.	m	Material-specific details	NR	.	762m	Subseries Linking	.	.	.	TRLN
762	SUBSERIES ENTRY	R	.	n	Note	R	.	762n	Subseries Linking	.	.	.	TRLN
762	SUBSERIES ENTRY	R	.	o	Other item identifier	R	.	762o	Subseries Linking	.	.	.	TRLN
762	SUBSERIES ENTRY	R	.	s	Uniform title	NR	.	762s	Subseries Linking	.	.	.	TRLN
762	SUBSERIES ENTRY	R	.	t	Title	NR	.	762t	Subseries Linking	.	.	.	TRLN
762	SUBSERIES ENTRY	R	.	w	Record control number	R	.	762w	Subseries Linking	.	.	.	TRLN
762	SUBSERIES ENTRY	R	.	x	International Standard Serial Number	NR	.	762x	Subseries Linking	.	.	.	TRLN
762	SUBSERIES ENTRY	R	.	y	CODEN designation	NR	.	762y	Subseries Linking	.	.	.	TRLN
765	ORIGINAL LANGUAGE ENTRY	R	.	a	Main entry heading	NR	.	765a	Translation of Linking	.	.	.	TRLN
765	ORIGINAL LANGUAGE ENTRY	R	.	b	Edition	NR	.	765b	Translation of Linking	.	.	.	TRLN
765	ORIGINAL LANGUAGE ENTRY	R	.	c	Qualifying information	NR	.	765c	Translation of Linking	.	.	.	TRLN
765	ORIGINAL LANGUAGE ENTRY	R	.	d	Place, publisher, and date of publication	NR	.	765d	Translation of Linking	.	.	.	TRLN
765	ORIGINAL LANGUAGE ENTRY	R	.	g	Related parts	R	.	765g	Translation of Linking	.	.	.	TRLN
765	ORIGINAL LANGUAGE ENTRY	R	.	h	Physical description	NR	.	765h	Translation of Linking	.	.	.	TRLN
765	ORIGINAL LANGUAGE ENTRY	R	.	i	Relationship information	R	.	765i	Translation of Linking	.	.	.	TRLN
765	ORIGINAL LANGUAGE ENTRY	R	.	k	Series data for related item	R	.	765k	Translation of Linking	.	.	.	TRLN
765	ORIGINAL LANGUAGE ENTRY	R	.	m	Material-specific details	NR	.	765m	Translation of Linking	.	.	.	TRLN
765	ORIGINAL LANGUAGE ENTRY	R	.	n	Note	R	.	765n	Translation of Linking	.	.	.	TRLN
765	ORIGINAL LANGUAGE ENTRY	R	.	o	Other item identifier	R	.	765o	Translation of Linking	.	.	.	TRLN
765	ORIGINAL LANGUAGE ENTRY	R	.	r	Report number	R	.	765r	Translation of Linking	.	.	.	TRLN
765	ORIGINAL LANGUAGE ENTRY	R	.	s	Uniform title	NR	.	765s	Translation of Linking	.	.	.	TRLN
765	ORIGINAL LANGUAGE ENTRY	R	.	t	Title	NR	.	765t	Translation of Linking	.	.	.	TRLN
765	ORIGINAL LANGUAGE ENTRY	R	.	u	Standard Technical Report Number	NR	.	765u	Translation of Linking	.	.	.	TRLN
765	ORIGINAL LANGUAGE ENTRY	R	.	w	Record control number	R	.	765w	Translation of Linking	.	.	.	TRLN
765	ORIGINAL LANGUAGE ENTRY	R	.	x	International Standard Serial Number	NR	.	765x	Linking ISSN	.	.	.	TRLN
765	ORIGINAL LANGUAGE ENTRY	R	.	x	International Standard Serial Number	NR	.	765x	Translation of Linking	.	.	.	TRLN
765	ORIGINAL LANGUAGE ENTRY	R	.	y	CODEN designation	NR	.	765y	Translation of Linking	.	.	.	TRLN
765	ORIGINAL LANGUAGE ENTRY	R	.	z	International Standard Book Number	R	.	765z	Linking ISSN	.	.	.	TRLN
765	ORIGINAL LANGUAGE ENTRY	R	.	z	International Standard Book Number	R	.	765z	Translation of Linking	.	.	.	TRLN
767	TRANSLATION ENTRY	R	.	a	Main entry heading	NR	.	767a	Translated as Linking	.	.	.	TRLN
767	TRANSLATION ENTRY	R	.	b	Edition	NR	.	767b	Translated as Linking	.	.	.	TRLN
767	TRANSLATION ENTRY	R	.	c	Qualifying information	NR	.	767c	Translated as Linking	.	.	.	TRLN
767	TRANSLATION ENTRY	R	.	d	Place, publisher, and date of publication	NR	.	767d	Translated as Linking	.	.	.	TRLN
767	TRANSLATION ENTRY	R	.	g	Related parts	R	.	767g	Translated as Linking	.	.	.	TRLN
767	TRANSLATION ENTRY	R	.	h	Physical description	NR	.	767h	Translated as Linking	.	.	.	TRLN
767	TRANSLATION ENTRY	R	.	i	Relationship information	R	.	767i	Translated as Linking	.	.	.	TRLN
767	TRANSLATION ENTRY	R	.	k	Series data for related item	R	.	767k	Translated as Linking	.	.	.	TRLN
767	TRANSLATION ENTRY	R	.	m	Material-specific details	NR	.	767m	Translated as Linking	.	.	.	TRLN
767	TRANSLATION ENTRY	R	.	n	Note	R	.	767n	Translated as Linking	.	.	.	TRLN
767	TRANSLATION ENTRY	R	.	o	Other item identifier	R	.	767o	Translated as Linking	.	.	.	TRLN
767	TRANSLATION ENTRY	R	.	r	Report number	R	.	767r	Translated as Linking	.	.	.	TRLN
767	TRANSLATION ENTRY	R	.	s	Uniform title	NR	.	767s	Translated as Linking	.	.	.	TRLN
767	TRANSLATION ENTRY	R	.	t	Title	NR	.	767t	Translated as Linking	.	.	.	TRLN
767	TRANSLATION ENTRY	R	.	u	Standard Technical Report Number	NR	.	767u	Translated as Linking	.	.	.	TRLN
767	TRANSLATION ENTRY	R	.	w	Record control number	R	.	767w	Translated as Linking	.	.	.	TRLN
767	TRANSLATION ENTRY	R	.	x	International Standard Serial Number	NR	.	767x	Linking ISSN	.	.	.	TRLN
767	TRANSLATION ENTRY	R	.	x	International Standard Serial Number	NR	.	767x	Translated as Linking	.	.	.	TRLN
767	TRANSLATION ENTRY	R	.	y	CODEN designation	NR	.	767y	Translated as Linking	.	.	.	TRLN
767	TRANSLATION ENTRY	R	.	z	International Standard Book Number	R	.	767z	Linking ISSN	.	.	.	TRLN
767	TRANSLATION ENTRY	R	.	z	International Standard Book Number	R	.	767z	Translated as Linking	.	.	.	TRLN
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	a	Main entry heading	NR	.	770a	Has Supplement Linking	.	.	.	TRLN
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	b	Edition	NR	.	770b	Has Supplement Linking	.	.	.	TRLN
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	c	Qualifying information	NR	.	770c	Has Supplement Linking	.	.	.	TRLN
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	d	Place, publisher, and date of publication	NR	.	770d	Has Supplement Linking	.	.	.	TRLN
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	g	Related parts	R	.	770g	Has Supplement Linking	.	.	.	TRLN
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	h	Physical description	NR	.	770h	Has Supplement Linking	.	.	.	TRLN
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	i	Relationship information	R	.	770i	Has Supplement Linking	.	.	.	TRLN
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	k	Series data for related item	R	.	770k	Has Supplement Linking	.	.	.	TRLN
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	m	Material-specific details	NR	.	770m	Has Supplement Linking	.	.	.	TRLN
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	n	Note	R	.	770n	Has Supplement Linking	.	.	.	TRLN
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	o	Other item identifier	R	.	770o	Has Supplement Linking	.	.	.	TRLN
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	r	Report number	R	.	770r	Has Supplement Linking	.	.	.	TRLN
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	s	Uniform title	NR	.	770s	Has Supplement Linking	.	.	.	TRLN
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	t	Title	NR	.	770t	Has Supplement Linking	.	.	.	TRLN
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	u	Standard Technical Report Number	NR	.	770u	Has Supplement Linking	.	.	.	TRLN
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	w	Record control number	R	.	770w	Has Supplement Linking	.	.	.	TRLN
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	x	International Standard Serial Number	NR	.	770x	Has Supplement Linking	.	.	.	TRLN
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	y	CODEN designation	NR	.	770y	Has Supplement Linking	.	.	.	TRLN
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	z	International Standard Book Number	R	.	770z	Has Supplement Linking	.	.	.	TRLN
772	SUPPLEMENT PARENT ENTRY	R	.	a	Main entry heading	NR	.	772a	Supplement to Linking	.	.	.	TRLN
772	SUPPLEMENT PARENT ENTRY	R	.	b	Edition	NR	.	772b	Supplement to Linking	.	.	.	TRLN
772	SUPPLEMENT PARENT ENTRY	R	.	c	Qualifying information	NR	.	772c	Supplement to Linking	.	.	.	TRLN
772	SUPPLEMENT PARENT ENTRY	R	.	d	Place, publisher, and date of publication	NR	.	772d	Supplement to Linking	.	.	.	TRLN
772	SUPPLEMENT PARENT ENTRY	R	.	g	Related parts	R	.	772g	Supplement to Linking	.	.	.	TRLN
772	SUPPLEMENT PARENT ENTRY	R	.	h	Physical description	NR	.	772h	Supplement to Linking	.	.	.	TRLN
772	SUPPLEMENT PARENT ENTRY	R	.	i	Relationship information	R	.	772i	Supplement to Linking	.	.	.	TRLN
772	SUPPLEMENT PARENT ENTRY	R	.	k	Series data for related item	R	.	772k	Supplement to Linking	.	.	.	TRLN
772	SUPPLEMENT PARENT ENTRY	R	.	m	Material-specific details	NR	.	772m	Supplement to Linking	.	.	.	TRLN
772	SUPPLEMENT PARENT ENTRY	R	.	n	Note	R	.	772n	Supplement to Linking	.	.	.	TRLN
772	SUPPLEMENT PARENT ENTRY	R	.	o	Other item identifier	R	.	772o	Supplement to Linking	.	.	.	TRLN
772	SUPPLEMENT PARENT ENTRY	R	.	r	Report number	R	.	772r	Supplement to Linking	.	.	.	TRLN
772	SUPPLEMENT PARENT ENTRY	R	.	s	Uniform title	NR	.	772s	Supplement to Linking	.	.	.	TRLN
772	SUPPLEMENT PARENT ENTRY	R	.	t	Title	NR	.	772t	Supplement to Linking	.	.	.	TRLN
772	SUPPLEMENT PARENT ENTRY	R	.	u	Standard Technical Report Number	NR	.	772u	Supplement to Linking	.	.	.	TRLN
772	SUPPLEMENT PARENT ENTRY	R	.	w	Record control number	R	.	772w	Supplement to Linking	.	.	.	TRLN
772	SUPPLEMENT PARENT ENTRY	R	.	x	International Standard Serial Number	NR	.	772x	Supplement to Linking	.	.	.	TRLN
