MARC tag	Field name	Field repeatability	Field note	Subfield delimiter	Subfield name	Subfield repeatability	Subfield note
410	SERIES STATEMENT/ADDED ENTRY--CORPORATE NAME	R	[US-LOCAL]	4	Relationship	R	.
410	SERIES STATEMENT/ADDED ENTRY--CORPORATE NAME	R	[US-LOCAL]	6	Linkage	NR	.
410	SERIES STATEMENT/ADDED ENTRY--CORPORATE NAME	R	[US-LOCAL]	8	Field link and sequence number	R	.
411	SERIES STATEMENT/ADDED ENTRY--MEETING NAME	R	[US-LOCAL]	a	Meeting name or jurisdiction name as entry element	NR	.
411	SERIES STATEMENT/ADDED ENTRY--MEETING NAME	R	[US-LOCAL]	b		.	[OBSOLETE]
411	SERIES STATEMENT/ADDED ENTRY--MEETING NAME	R	[US-LOCAL]	c	Location of meeting	NR	.
411	SERIES STATEMENT/ADDED ENTRY--MEETING NAME	R	[US-LOCAL]	d	Date of meeting	NR	.
411	SERIES STATEMENT/ADDED ENTRY--MEETING NAME	R	[US-LOCAL]	e	Subordinate unit	R	.
411	SERIES STATEMENT/ADDED ENTRY--MEETING NAME	R	[US-LOCAL]	f	Date of a work	NR	.
411	SERIES STATEMENT/ADDED ENTRY--MEETING NAME	R	[US-LOCAL]	g	Miscellaneous information	R	.
411	SERIES STATEMENT/ADDED ENTRY--MEETING NAME	R	[US-LOCAL]	k	Form subheading	R	.
411	SERIES STATEMENT/ADDED ENTRY--MEETING NAME	R	[US-LOCAL]	l	Language of a work	NR	.
411	SERIES STATEMENT/ADDED ENTRY--MEETING NAME	R	[US-LOCAL]	n	Number of part/section/meeting	R	.
411	SERIES STATEMENT/ADDED ENTRY--MEETING NAME	R	[US-LOCAL]	p	Name of part/section of a work	R	.
411	SERIES STATEMENT/ADDED ENTRY--MEETING NAME	R	[US-LOCAL]	q	Name of meeting following jurisdiction name entry element	NR	.
411	SERIES STATEMENT/ADDED ENTRY--MEETING NAME	R	[US-LOCAL]	t	Title of a work	NR	.
411	SERIES STATEMENT/ADDED ENTRY--MEETING NAME	R	[US-LOCAL]	u	Affiliation	NR	.
411	SERIES STATEMENT/ADDED ENTRY--MEETING NAME	R	[US-LOCAL]	v	Volume number/sequential designation 	NR	.
411	SERIES STATEMENT/ADDED ENTRY--MEETING NAME	R	[US-LOCAL]	x	International Standard Serial Number	NR	.
411	SERIES STATEMENT/ADDED ENTRY--MEETING NAME	R	[US-LOCAL]	4	Relationship	R	.
411	SERIES STATEMENT/ADDED ENTRY--MEETING NAME	R	[US-LOCAL]	6	Linkage	NR	.
411	SERIES STATEMENT/ADDED ENTRY--MEETING NAME	R	[US-LOCAL]	8	Field link and sequence number	R	.
440	SERIES STATEMENT/ADDED ENTRY--TITLE	R	[OBSOLETE]	a	Title	NR	.
440	SERIES STATEMENT/ADDED ENTRY--TITLE	R	[OBSOLETE]	n	Number of part/section of a work	R	.
440	SERIES STATEMENT/ADDED ENTRY--TITLE	R	[OBSOLETE]	p	Name of part/section of a work	R	.
440	SERIES STATEMENT/ADDED ENTRY--TITLE	R	[OBSOLETE]	v	Volume number/sequential designation 	NR	.
440	SERIES STATEMENT/ADDED ENTRY--TITLE	R	[OBSOLETE]	w	Bibliographic record control number	R	.
440	SERIES STATEMENT/ADDED ENTRY--TITLE	R	[OBSOLETE]	x	International Standard Serial Number	NR	.
440	SERIES STATEMENT/ADDED ENTRY--TITLE	R	[OBSOLETE]	0	Authority record control number	R	.
440	SERIES STATEMENT/ADDED ENTRY--TITLE	R	[OBSOLETE]	6	Linkage	NR	.
440	SERIES STATEMENT/ADDED ENTRY--TITLE	R	[OBSOLETE]	8	Field link and sequence number	R	.
490	SERIES STATEMENT	R	.	a	Series statement	R	.
490	SERIES STATEMENT	R	.	l	Library of Congress call number	NR	.
490	SERIES STATEMENT	R	.	v	Volume number/sequential designation 	R	.
490	SERIES STATEMENT	R	.	x	International Standard Serial Number	R	.
490	SERIES STATEMENT	R	.	3	Materials specified	NR	.
490	SERIES STATEMENT	R	.	6	Linkage	NR	.
490	SERIES STATEMENT	R	.	8	Field link and sequence number	R	.
500	GENERAL NOTE	R	.	a	General note	NR	.
500	GENERAL NOTE	R	.	l	Library of Congress call number	.	[OBSOLETE]
500	GENERAL NOTE	R	.	x	International Standard Serial Number	.	[OBSOLETE]
500	GENERAL NOTE	R	.	z	Source of note information	.	[OBSOLETE]
500	GENERAL NOTE	R	.	3	Materials specified	NR	.
500	GENERAL NOTE	R	.	5	Institution to which field applies	NR	.
500	GENERAL NOTE	R	.	6	Linkage	NR	.
500	GENERAL NOTE	R	.	8	Field link and sequence number	R	.
501	WITH NOTE	R	.	a	With note	NR	.
501	WITH NOTE	R	.	5	Institution to which field applies	NR	.
501	WITH NOTE	R	.	6	Linkage	NR	.
501	WITH NOTE	R	.	8	Field link and sequence number	R	.
502	DISSERTATION NOTE	R	.	a	Dissertation note	NR	.
502	DISSERTATION NOTE	R	.	b	Degree type	NR	.
502	DISSERTATION NOTE	R	.	c	Name of granting institution	NR	.
502	DISSERTATION NOTE	R	.	d	Year of degree granted	NR	.
502	DISSERTATION NOTE	R	.	g	Miscellaneous information	R	.
502	DISSERTATION NOTE	R	.	o	Dissertation identifier	R	.
502	DISSERTATION NOTE	R	.	6	Linkage	NR	.
502	DISSERTATION NOTE	R	.	8	Field link and sequence number	R	.
503	BIBLIOGRAPHIC HISTORY NOTE	R	[OBSOLETE]	a	Bibliographic history note	NR	.
503	BIBLIOGRAPHIC HISTORY NOTE	R	[OBSOLETE]	6	Linkage	NR	.
504	BIBLIOGRAPHY, ETC. NOTE	R	.	a	Bibliography, etc. note	NR	.
504	BIBLIOGRAPHY, ETC. NOTE	R	.	b	Number of references	NR	.
504	BIBLIOGRAPHY, ETC. NOTE	R	.	6	Linkage	NR	.
504	BIBLIOGRAPHY, ETC. NOTE	R	.	8	Field link and sequence number	R	.
505	FORMATTED CONTENTS NOTE	R	.	a	Formatted contents note	NR	.
505	FORMATTED CONTENTS NOTE	R	.	g	Miscellaneous information	R	.
505	FORMATTED CONTENTS NOTE	R	.	r	Statement of responsibility	R	.
505	FORMATTED CONTENTS NOTE	R	.	t	Title	R	.
505	FORMATTED CONTENTS NOTE	R	.	u	Uniform Resource Identifier	R	.
505	FORMATTED CONTENTS NOTE	R	.	6	Linkage	NR	.
505	FORMATTED CONTENTS NOTE	R	.	8	Field link and sequence number	R	.
506	RESTRICTIONS ON ACCESS NOTE	R	.	a	Terms governing access	NR	.
506	RESTRICTIONS ON ACCESS NOTE	R	.	b	Jurisdiction	R	.
506	RESTRICTIONS ON ACCESS NOTE	R	.	c	Physical access provisions	R	.
506	RESTRICTIONS ON ACCESS NOTE	R	.	d	Authorized users	R	.
506	RESTRICTIONS ON ACCESS NOTE	R	.	e	Authorization	R	.
506	RESTRICTIONS ON ACCESS NOTE	R	.	f	Standardized terminology for access restriction	R	.
506	RESTRICTIONS ON ACCESS NOTE	R	.	u	Uniform Resource Identifier	R	.
506	RESTRICTIONS ON ACCESS NOTE	R	.	2	Source of term	NR	.
506	RESTRICTIONS ON ACCESS NOTE	R	.	3	Materials specified	NR	.
506	RESTRICTIONS ON ACCESS NOTE	R	.	5	Institution to which field applies	NR	.
506	RESTRICTIONS ON ACCESS NOTE	R	.	6	Linkage	NR	.
506	RESTRICTIONS ON ACCESS NOTE	R	.	8	Field link and sequence number	R	.
507	SCALE NOTE FOR GRAPHIC MATERIAL	NR	.	a	Representative fraction of scale note	NR	.
507	SCALE NOTE FOR GRAPHIC MATERIAL	NR	.	b	Remainder of scale note	NR	.
507	SCALE NOTE FOR GRAPHIC MATERIAL	NR	.	6	Linkage	NR	.
507	SCALE NOTE FOR GRAPHIC MATERIAL	NR	.	8	Field link and sequence number	R	.
508	CREATION/PRODUCTION CREDITS NOTE	R	.	a	Creation/production credits note	NR	.
508	CREATION/PRODUCTION CREDITS NOTE	R	.	6	Linkage	NR	.
508	CREATION/PRODUCTION CREDITS NOTE	R	.	8	Field link and sequence number	R	.
510	CITATION/REFERENCES NOTE	R	.	a	Name of source	NR	.
510	CITATION/REFERENCES NOTE	R	.	b	Coverage of source	NR	.
510	CITATION/REFERENCES NOTE	R	.	c	Location within source	NR	.
510	CITATION/REFERENCES NOTE	R	.	u	Uniform Resource Identifier	R	.
510	CITATION/REFERENCES NOTE	R	.	x	International Standard Serial Number	NR	.
510	CITATION/REFERENCES NOTE	R	.	3	Materials specified	NR	.
510	CITATION/REFERENCES NOTE	R	.	6	Linkage	NR	.
510	CITATION/REFERENCES NOTE	R	.	8	Field link and sequence number	R	.
511	PARTICIPANT OR PERFORMER NOTE	R	.	a	Participant or performer note	NR	.
511	PARTICIPANT OR PERFORMER NOTE	R	.	6	Linkage	NR	.
511	PARTICIPANT OR PERFORMER NOTE	R	.	8	Field link and sequence number	R	.
512	EARLIER OR LATER VOLUMES SEPARATELY CATALOGED NOTE	R	[OBSOLETE]	a	Earlier or later volumes separately cataloged note	NR	.
512	EARLIER OR LATER VOLUMES SEPARATELY CATALOGED NOTE	R	[OBSOLETE]	6	Linkage	NR	.
513	TYPE OF REPORT AND PERIOD COVERED NOTE	R	.	a	Type of report	NR	.
513	TYPE OF REPORT AND PERIOD COVERED NOTE	R	.	b	Period covered	NR	.
513	TYPE OF REPORT AND PERIOD COVERED NOTE	R	.	6	Linkage	NR	.
513	TYPE OF REPORT AND PERIOD COVERED NOTE	R	.	8	Field link and sequence number	R	.
514	DATA QUALITY NOTE	NR	.	a	Attribute accuracy report	NR	.
514	DATA QUALITY NOTE	NR	.	b	Attribute accuracy value	R	.
514	DATA QUALITY NOTE	NR	.	c	Attribute accuracy explanation	R	.
514	DATA QUALITY NOTE	NR	.	d	Logical consistency report	NR	.
514	DATA QUALITY NOTE	NR	.	e	Completeness report	NR	.
514	DATA QUALITY NOTE	NR	.	f	Horizontal position accuracy report	NR	.
514	DATA QUALITY NOTE	NR	.	g	Horizontal position accuracy value	R	.
514	DATA QUALITY NOTE	NR	.	h	Horizontal position accuracy explanation	R	.
514	DATA QUALITY NOTE	NR	.	i	Vertical positional accuracy report	NR	.
514	DATA QUALITY NOTE	NR	.	j	Vertical positional accuracy value	R	.
514	DATA QUALITY NOTE	NR	.	k	Vertical positional accuracy explanation	R	.
514	DATA QUALITY NOTE	NR	.	m	Cloud cover	NR	.
514	DATA QUALITY NOTE	NR	.	u	Uniform Resource Identifier	R	.
514	DATA QUALITY NOTE	NR	.	z	Display note	R	.
514	DATA QUALITY NOTE	NR	.	6	Linkage	NR	.
514	DATA QUALITY NOTE	NR	.	8	Field link and sequence number	R	.
515	NUMBERING PECULIARITIES NOTE	R	.	a	Numbering peculiarities note	NR	.
515	NUMBERING PECULIARITIES NOTE	R	.	z	Source of note information (NR)	NR	[OBSOLETE]
515	NUMBERING PECULIARITIES NOTE	R	.	6	Linkage	NR	.
515	NUMBERING PECULIARITIES NOTE	R	.	8	Field link and sequence number	R	.
516	TYPE OF COMPUTER FILE OR DATA NOTE	R	.	a	Type of computer file or data note	NR	.
516	TYPE OF COMPUTER FILE OR DATA NOTE	R	.	6	Linkage	NR	.
516	TYPE OF COMPUTER FILE OR DATA NOTE	R	.	8	Field link and sequence number	R	.
517	CATEGORIES OF FILMS NOTE	NR	[OBSOLETE]	a	Different formats	NR	.
517	CATEGORIES OF FILMS NOTE	NR	[OBSOLETE]	b	Content descriptors	R	.
517	CATEGORIES OF FILMS NOTE	NR	[OBSOLETE]	c	Additional animation techniques	R	.
518	DATE/TIME AND PLACE OF AN EVENT NOTE	R	.	a	Date/time and place of an event note	NR	.
518	DATE/TIME AND PLACE OF AN EVENT NOTE	R	.	d	Date of event	R	.
518	DATE/TIME AND PLACE OF AN EVENT NOTE	R	.	o	Other event information	R	.
518	DATE/TIME AND PLACE OF AN EVENT NOTE	R	.	p	Place of event	R	.
518	DATE/TIME AND PLACE OF AN EVENT NOTE	R	.	0	Authority record control number or standard number	R	.
518	DATE/TIME AND PLACE OF AN EVENT NOTE	R	.	1	Real World Object URI	R	.
518	DATE/TIME AND PLACE OF AN EVENT NOTE	R	.	2	Source of term	R	.
518	DATE/TIME AND PLACE OF AN EVENT NOTE	R	.	3	Materials specified	NR	.
518	DATE/TIME AND PLACE OF AN EVENT NOTE	R	.	6	Linkage	NR	.
518	DATE/TIME AND PLACE OF AN EVENT NOTE	R	.	8	Field link and sequence number	R	.
520	SUMMARY, ETC.	R	.	a	Summary, etc. note	NR	.
520	SUMMARY, ETC.	R	.	b	Expansion of summary note	NR	.
520	SUMMARY, ETC.	R	.	c	Assigning agency	NR	.
520	SUMMARY, ETC.	R	.	u	Uniform Resource Identifier	R	.
520	SUMMARY, ETC.	R	.	z	Source of note information	NR	[OBSOLETE]
520	SUMMARY, ETC.	R	.	2	Source	NR	.
520	SUMMARY, ETC.	R	.	3	Materials specified	NR	.
520	SUMMARY, ETC.	R	.	6	Linkage	NR	.
520	SUMMARY, ETC.	R	.	8	Field link and sequence number	R	.
521	TARGET AUDIENCE NOTE	R	.	a	Target audience note	R	.
521	TARGET AUDIENCE NOTE	R	.	b	Source	NR	.
521	TARGET AUDIENCE NOTE	R	.	3	Materials specified	NR	.
521	TARGET AUDIENCE NOTE	R	.	6	Linkage	NR	.
521	TARGET AUDIENCE NOTE	R	.	8	Field link and sequence number	R	.
522	GEOGRAPHIC COVERAGE NOTE	R	.	a	Geographic coverage note	NR	.
522	GEOGRAPHIC COVERAGE NOTE	R	.	6	Linkage	NR	.
522	GEOGRAPHIC COVERAGE NOTE	R	.	8	Field link and sequence number	R	.
523	TIME PERIOD OF CONTENT NOTE	NR	[OBSOLETE]	a	Time period of content note	NR	.
523	TIME PERIOD OF CONTENT NOTE	NR	[OBSOLETE]	b	Dates of data collection note	NR	.
523	TIME PERIOD OF CONTENT NOTE	NR	[OBSOLETE]	6	Linkage	NR	.
524	PREFERRED CITATION OF DESCRIBED MATERIALS NOTE	R	.	a	Preferred citation of described materials note	NR	.
524	PREFERRED CITATION OF DESCRIBED MATERIALS NOTE	R	.	2	Source of schema used	NR	.
524	PREFERRED CITATION OF DESCRIBED MATERIALS NOTE	R	.	3	Materials specified	NR	.
524	PREFERRED CITATION OF DESCRIBED MATERIALS NOTE	R	.	6	Linkage	NR	.
524	PREFERRED CITATION OF DESCRIBED MATERIALS NOTE	R	.	8	Field link and sequence number	R	.
525	SUPPLEMENT NOTE	R	.	a	Supplement note	NR	.
525	SUPPLEMENT NOTE	R	.	z	Source of note information (NR)	NR	[OBSOLETE]
525	SUPPLEMENT NOTE	R	.	6	Linkage	NR	.
525	SUPPLEMENT NOTE	R	.	8	Field link and sequence number	R	.
526	STUDY PROGRAM INFORMATION NOTE	R	.	a	Program name	NR	.
526	STUDY PROGRAM INFORMATION NOTE	R	.	b	Interest level	NR	.
526	STUDY PROGRAM INFORMATION NOTE	R	.	c	Reading level	NR	.
526	STUDY PROGRAM INFORMATION NOTE	R	.	d	Title point value	NR	.
526	STUDY PROGRAM INFORMATION NOTE	R	.	i	Display text	NR	.
526	STUDY PROGRAM INFORMATION NOTE	R	.	x	Nonpublic note	R	.
526	STUDY PROGRAM INFORMATION NOTE	R	.	z	Public note	R	.
526	STUDY PROGRAM INFORMATION NOTE	R	.	5	Institution to which field applies	NR	.
526	STUDY PROGRAM INFORMATION NOTE	R	.	6	Linkage	NR	.
526	STUDY PROGRAM INFORMATION NOTE	R	.	8	Field link and sequence number	R	.
527	CENSORSHIP NOTE	R	[OBSOLETE]	a	Censorship note	NR	.
527	CENSORSHIP NOTE	R	[OBSOLETE]	6	Linkage	NR	.
530	ADDITIONAL PHYSICAL FORM AVAILABLE NOTE	R	.	a	Additional physical form available note	NR	.
530	ADDITIONAL PHYSICAL FORM AVAILABLE NOTE	R	.	b	Availability source	NR	.
530	ADDITIONAL PHYSICAL FORM AVAILABLE NOTE	R	.	c	Availability conditions	NR	.
530	ADDITIONAL PHYSICAL FORM AVAILABLE NOTE	R	.	d	Order number	NR	.
530	ADDITIONAL PHYSICAL FORM AVAILABLE NOTE	R	.	u	Uniform Resource Identifier	R	.
530	ADDITIONAL PHYSICAL FORM AVAILABLE NOTE	R	.	z	Source of note information (NR)	NR	[OBSOLETE]
530	ADDITIONAL PHYSICAL FORM AVAILABLE NOTE	R	.	3	Materials specified	NR	.
530	ADDITIONAL PHYSICAL FORM AVAILABLE NOTE	R	.	6	Linkage	NR	.
530	ADDITIONAL PHYSICAL FORM AVAILABLE NOTE	R	.	8	Field link and sequence number	R	.
533	REPRODUCTION NOTE	R	.	a	Type of reproduction	NR	.
533	REPRODUCTION NOTE	R	.	b	Place of reproduction	R	.
533	REPRODUCTION NOTE	R	.	c	Agency responsible for reproduction	R	.
533	REPRODUCTION NOTE	R	.	d	Date of reproduction	NR	.
533	REPRODUCTION NOTE	R	.	e	Physical description of reproduction	NR	.
533	REPRODUCTION NOTE	R	.	f	Series statement of reproduction	R	.
533	REPRODUCTION NOTE	R	.	m	Dates and/or sequential designation of issues reproduced	R	.
533	REPRODUCTION NOTE	R	.	n	Note about reproduction	R	.
533	REPRODUCTION NOTE	R	.	3	Materials specified	NR	.
533	REPRODUCTION NOTE	R	.	5	Institution to which field applies	NR	.
533	REPRODUCTION NOTE	R	.	6	Linkage	NR	.
533	REPRODUCTION NOTE	R	.	7	Fixed-length data elements of reproduction	NR	.
533	REPRODUCTION NOTE	R	.	8	Field link and sequence number	R	.
534	ORIGINAL VERSION NOTE	R	.	a	Main entry of original	NR	.
534	ORIGINAL VERSION NOTE	R	.	b	Edition statement of original	NR	.
534	ORIGINAL VERSION NOTE	R	.	c	Publication, distribution, etc. of original	NR	.
534	ORIGINAL VERSION NOTE	R	.	e	Physical description, etc. of original	NR	.
534	ORIGINAL VERSION NOTE	R	.	f	Series statement of original	R	.
534	ORIGINAL VERSION NOTE	R	.	k	Key title of original	R	.
534	ORIGINAL VERSION NOTE	R	.	l	Location of original	NR	.
534	ORIGINAL VERSION NOTE	R	.	m	Material specific details	NR	.
534	ORIGINAL VERSION NOTE	R	.	n	Note about original	R	.
534	ORIGINAL VERSION NOTE	R	.	o	Other resource identifier	R	.
534	ORIGINAL VERSION NOTE	R	.	p	Introductory phrase	NR	.
534	ORIGINAL VERSION NOTE	R	.	t	Title statement of original	NR	.
534	ORIGINAL VERSION NOTE	R	.	x	International Standard Serial Number	R	.
534	ORIGINAL VERSION NOTE	R	.	z	International Standard Book Number	R	.
534	ORIGINAL VERSION NOTE	R	.	3	Materials specified	NR	.
534	ORIGINAL VERSION NOTE	R	.	6	Linkage	NR	.
534	ORIGINAL VERSION NOTE	R	.	8	Field link and sequence number	R	.
535	LOCATION OF ORIGINALS/DUPLICATES NOTE	R	.	a	Custodian	NR	.
535	LOCATION OF ORIGINALS/DUPLICATES NOTE	R	.	b	Postal address	R	.
535	LOCATION OF ORIGINALS/DUPLICATES NOTE	R	.	c	Country	R	.
535	LOCATION OF ORIGINALS/DUPLICATES NOTE	R	.	d	Telecommunications address	R	.
535	LOCATION OF ORIGINALS/DUPLICATES NOTE	R	.	g	Repository location code	NR	.
535	LOCATION OF ORIGINALS/DUPLICATES NOTE	R	.	3	Materials specified	NR	.
535	LOCATION OF ORIGINALS/DUPLICATES NOTE	R	.	6	Linkage	NR	.
535	LOCATION OF ORIGINALS/DUPLICATES NOTE	R	.	8	Field link and sequence number	R	.
536	FUNDING INFORMATION NOTE	R	.	a	Text of note	NR	.
536	FUNDING INFORMATION NOTE	R	.	b	Contract number	R	.
536	FUNDING INFORMATION NOTE	R	.	c	Grant number	R	.
536	FUNDING INFORMATION NOTE	R	.	d	Undifferentiated number	R	.
536	FUNDING INFORMATION NOTE	R	.	e	Program element number	R	.
536	FUNDING INFORMATION NOTE	R	.	f	Project number	R	.
536	FUNDING INFORMATION NOTE	R	.	g	Task number	R	.
536	FUNDING INFORMATION NOTE	R	.	h	Work unit number	R	.
536	FUNDING INFORMATION NOTE	R	.	6	Linkage	NR	.
536	FUNDING INFORMATION NOTE	R	.	8	Field link and sequence number	R	.
537	SOURCE OF DATA NOTE	NR	[OBSOLETE]	a	Source of data note	NR	.
537	SOURCE OF DATA NOTE	NR	[OBSOLETE]	6	Linkage	NR	.
538	SYSTEM DETAILS NOTE	R	.	a	System details note	NR	.
538	SYSTEM DETAILS NOTE	R	.	i	Display text	NR	.
538	SYSTEM DETAILS NOTE	R	.	u	Uniform Resource Identifier	R	.
538	SYSTEM DETAILS NOTE	R	.	3	Materials specified 	NR	.
538	SYSTEM DETAILS NOTE	R	.	5	Institution to which field applies	NR	.
538	SYSTEM DETAILS NOTE	R	.	6	Linkage	NR	.
538	SYSTEM DETAILS NOTE	R	.	8	Field link and sequence number	R	.
540	TERMS GOVERNING USE AND REPRODUCTION NOTE	R	.	a	Terms governing use and reproduction	NR	.
540	TERMS GOVERNING USE AND REPRODUCTION NOTE	R	.	b	Jurisdiction	NR	.
540	TERMS GOVERNING USE AND REPRODUCTION NOTE	R	.	c	Authorization	NR	.
540	TERMS GOVERNING USE AND REPRODUCTION NOTE	R	.	d	Authorized users	NR	.
540	TERMS GOVERNING USE AND REPRODUCTION NOTE	R	.	u	Uniform Resource Identifier	R	.
540	TERMS GOVERNING USE AND REPRODUCTION NOTE	R	.	3	Materials specified	NR	.
540	TERMS GOVERNING USE AND REPRODUCTION NOTE	R	.	5	Institution to which field applies	NR	.
540	TERMS GOVERNING USE AND REPRODUCTION NOTE	R	.	6	Linkage	NR	.
540	TERMS GOVERNING USE AND REPRODUCTION NOTE	R	.	8	Field link and sequence number	R	.
541	IMMEDIATE SOURCE OF ACQUISITION NOTE	R	.	a	Source of acquisition	NR	.
541	IMMEDIATE SOURCE OF ACQUISITION NOTE	R	.	b	Address	NR	.
541	IMMEDIATE SOURCE OF ACQUISITION NOTE	R	.	c	Method of acquisition	NR	.
541	IMMEDIATE SOURCE OF ACQUISITION NOTE	R	.	d	Date of acquisition	NR	.
541	IMMEDIATE SOURCE OF ACQUISITION NOTE	R	.	e	Accession number	NR	.
541	IMMEDIATE SOURCE OF ACQUISITION NOTE	R	.	f	Owner	NR	.
541	IMMEDIATE SOURCE OF ACQUISITION NOTE	R	.	h	Purchase price	NR	.
541	IMMEDIATE SOURCE OF ACQUISITION NOTE	R	.	n	Extent	R	.
541	IMMEDIATE SOURCE OF ACQUISITION NOTE	R	.	o	Type of unit	R	.
541	IMMEDIATE SOURCE OF ACQUISITION NOTE	R	.	3	Materials specified	NR	.
541	IMMEDIATE SOURCE OF ACQUISITION NOTE	R	.	5	Institution to which field applies	NR	.
541	IMMEDIATE SOURCE OF ACQUISITION NOTE	R	.	6	Linkage	NR	.
541	IMMEDIATE SOURCE OF ACQUISITION NOTE	R	.	8	Field link and sequence number	R	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	a	Personal creator	NR	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	b	Personal creator death date	NR	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	c	Corporate creator	NR	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	d	Copyright holder	R	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	e	Copyright holder contact information	R	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	f	Copyright statement	R	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	g	Copyright date	NR	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	h	Copyright renewal date	R	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	i	Publication date	NR	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	j	Creation date	NR	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	k	Publisher	R	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	l	Copyright status	NR	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	m	Publication status	NR	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	n	Note	R	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	o	Research date	NR	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	p	Country of publication or creation	R	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	q	Assigning agency	NR	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	r	Jurisdiction of copyright assessment	NR	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	s	Source of information	NR	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	u	Uniform Resource Identifier	R	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	3	Materials specified	NR	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	6	Linkage	NR	.
542	INFORMATION RELATING TO COPYRIGHT STATUS	R	.	8	Field link and sequence number	R	.
543	SOLICITATION INFORMATION NOTE	R	[OBSOLETE]	a	Solicitation information note	NR	.
543	SOLICITATION INFORMATION NOTE	R	[OBSOLETE]	6	Linkage	NR	.
544	LOCATION OF OTHER ARCHIVAL MATERIALS NOTE	R	.	a	Custodian	R	.
544	LOCATION OF OTHER ARCHIVAL MATERIALS NOTE	R	.	b	Address	R	.
544	LOCATION OF OTHER ARCHIVAL MATERIALS NOTE	R	.	c	Country	R	.
544	LOCATION OF OTHER ARCHIVAL MATERIALS NOTE	R	.	d	Title	R	.
544	LOCATION OF OTHER ARCHIVAL MATERIALS NOTE	R	.	e	Provenance	R	.
544	LOCATION OF OTHER ARCHIVAL MATERIALS NOTE	R	.	n	Note	R	.
544	LOCATION OF OTHER ARCHIVAL MATERIALS NOTE	R	.	3	Materials specified	NR	.
544	LOCATION OF OTHER ARCHIVAL MATERIALS NOTE	R	.	6	Linkage	NR	.
544	LOCATION OF OTHER ARCHIVAL MATERIALS NOTE	R	.	8	Field link and sequence number	R	.
545	BIOGRAPHICAL OR HISTORICAL DATA	R	.	a	Biographical or historical note	NR	.
545	BIOGRAPHICAL OR HISTORICAL DATA	R	.	b	Expansion	NR	.
545	BIOGRAPHICAL OR HISTORICAL DATA	R	.	u	Uniform Resource Identifier	R	.
545	BIOGRAPHICAL OR HISTORICAL DATA	R	.	6	Linkage	NR	.
545	BIOGRAPHICAL OR HISTORICAL DATA	R	.	8	Field link and sequence number	R	.
546	LANGUAGE NOTE	R	.	a	Language note	NR	.
546	LANGUAGE NOTE	R	.	b	Information code or alphabet	R	.
546	LANGUAGE NOTE	R	.	z	Source of note information (NR)	NR	[OBSOLETE]
546	LANGUAGE NOTE	R	.	3	Materials specified	NR	.
546	LANGUAGE NOTE	R	.	6	Linkage	NR	.
546	LANGUAGE NOTE	R	.	8	Field link and sequence number	R	.
547	FORMER TITLE COMPLEXITY NOTE	R	.	a	Former title complexity note	NR	.
547	FORMER TITLE COMPLEXITY NOTE	R	.	z	Source of note information (NR)	NR	[OBSOLETE]
547	FORMER TITLE COMPLEXITY NOTE	R	.	6	Linkage	NR	.
547	FORMER TITLE COMPLEXITY NOTE	R	.	8	Field link and sequence number	R	.
550	ISSUING BODY NOTE	R	.	a	Issuing body note	NR	.
550	ISSUING BODY NOTE	R	.	z	Source of note information (NR)	NR	[OBSOLETE]
550	ISSUING BODY NOTE	R	.	6	Linkage	NR	.
550	ISSUING BODY NOTE	R	.	8	Field link and sequence number	R	.
552	ENTITY AND ATTRIBUTE INFORMATION NOTE	R	.	a	Entity type label	NR	.
552	ENTITY AND ATTRIBUTE INFORMATION NOTE	R	.	b	Entity type definition and source	NR	.
552	ENTITY AND ATTRIBUTE INFORMATION NOTE	R	.	c	Attribute label	NR	.
552	ENTITY AND ATTRIBUTE INFORMATION NOTE	R	.	d	Attribute definition and source	NR	.
552	ENTITY AND ATTRIBUTE INFORMATION NOTE	R	.	e	Enumerated domain value	R	.
