parent element,element,source schema,provisional?,institution,source data element,source data subelement,constraints,processing_type,processing instructions,notes,mapping_id,mapping issue ct,field issue ct,field defined?,done in mta?,tests done?,,,,,
series_work,series_work[author],MARC,n,GEN,800,abcd(g)jqu,$t OR $k,concat_subelements,$g included if it follows $t or $k; Replace subfield delimiters with '||',https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[author]GEN800abcd(g)jqu$t OR $k,0,0,n,n,y,,,,,
series_work,series_work[author],MARC,n,GEN,810,abc(d)(g)(n)u,$t OR $k,concat_subelements,"$d, g, n related if it precedes $t and/or $k",https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[author]GEN810abc(d)(g)(n)u$t OR $k,0,0,n,n,y,,,,,
series_work,series_work[author],MARC,n,GEN,811,ac(d)e(g)(n)u,$t OR $k,concat_subelements,"$d, $g, $n included if it precedes $t and/or $k",https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[author]GEN811ac(d)e(g)(n)u$t OR $k,0,0,n,n,y,,,,,
series_work,series_work[details],MARC,n,GEN,440,v,none,concat_subelements,We don't need to derive/display a details value if we aren't displaying the field; See https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc for pattern of processing for this and other MARC fields in the 76X-78X range.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[details]GEN440vnone,0,0,n,n,y,,,,,
series_work,series_work[details],MARC,n,GEN,760,bcdghmno(y),($t OR $s) AND i1=0,concat_subelements,We don't need to derive/display a details value if we aren't displaying the field; See https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc for pattern of processing for this and other MARC fields in the 76X-78X range.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[details]GEN760bcdghmno(y)($t OR $s) AND i1=0,0,0,n,n,y,,,,,
series_work,series_work[details],MARC,n,GEN,762,bcdghmno(y),($t OR $s) AND i1=0,concat_subelements,We don't need to derive/display a details value if we aren't displaying the field; See https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc for pattern of processing for this and other MARC fields in the 76X-78X range.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[details]GEN762bcdghmno(y)($t OR $s) AND i1=0,0,0,n,n,y,,,,,
series_work,series_work[display],MARC,n,GEN,760,{na},($t OR $s) AND i1=1,constant, = false,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[display]GEN760{na}($t OR $s) AND i1=1,0,0,n,n,y,,,,,
series_work,series_work[display],MARC,n,GEN,762,{na},($t OR $s) AND i1=1,constant, = false,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[display]GEN762{na}($t OR $s) AND i1=1,0,0,n,n,y,,,,,
series_work,series_work[issn],MARC,n,GEN,440,x,none,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[issn]GEN440xnone,0,0,n,n,y,,,,,
series_work,series_work[issn],MARC,n,GEN,760,x,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[issn]GEN760x$t OR $s,0,0,n,n,y,,,,,
series_work,series_work[issn],MARC,n,GEN,762,x,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[issn]GEN762x$t OR $s,0,0,n,n,y,,,,,
series_work,series_work[issn],MARC,n,GEN,800,x,$t OR $k,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[issn]GEN800x$t OR $k,0,0,n,n,y,,,,,
series_work,series_work[issn],MARC,n,GEN,810,x,$t OR $k,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[issn]GEN810x$t OR $k,0,0,n,n,y,,,,,
series_work,series_work[issn],MARC,n,GEN,811,x,$t OR $k,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[issn]GEN811x$t OR $k,0,0,n,n,y,,,,,
series_work,series_work[issn],MARC,n,GEN,830,x,none,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[issn]GEN830xnone,0,0,n,n,y,,,,,
series_work,series_work[label],MARC,n,GEN,760,i,($t OR $s) AND i1=0,concat_subelements,We don't need a label value if we are not displaying.; If label is in $4 will need to translate to human readable label value (todo),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[label]GEN760i($t OR $s) AND i1=0,0,0,n,n,y,,,,,
series_work,series_work[label],MARC,n,GEN,762,i,($t OR $s) AND i1=0,concat_subelements,We don't need a label value if we are not displaying.; If label is in $4 will need to translate to human readable label value (todo),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[label]GEN762i($t OR $s) AND i1=0,0,0,n,n,y,,,,,
series_work,series_work[label],MARC,n,GEN,800,i3,($t OR $k) AND ($i OR $3),concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[label]GEN800i3($t OR $k) AND ($i OR $3),0,0,n,n,y,,,,,
series_work,series_work[label],MARC,n,GEN,810,i3,($t OR $k) AND ($i OR $3),concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[label]GEN810i3($t OR $k) AND ($i OR $3),0,0,n,n,y,,,,,
series_work,series_work[label],MARC,n,GEN,811,i3,($t OR $k) AND ($i OR $3),concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[label]GEN811i3($t OR $k) AND ($i OR $3),0,0,n,n,y,,,,,
series_work,series_work[label],MARC,n,GEN,830,i3,$i OR $3,concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[label]GEN830i3$i OR $3,0,0,n,n,y,,,,,
series_work,series_work[other_ids],MARC,n,GEN,760,o(w)y,$t OR $s,subelement_to_value,remove parenthetical id type prefix and leading spaces if present in $w,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[other_ids]GEN760o(w)y$t OR $s,0,0,n,n,y,,,,,
series_work,series_work[other_ids],MARC,n,GEN,762,o(w)y,$t OR $s,subelement_to_value,remove parenthetical id type prefix and leading spaces if present in $w,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[other_ids]GEN762o(w)y$t OR $s,0,0,n,n,y,,,,,
series_work,series_work[title],MARC,n,GEN,440,anp,none,array_from_subelements,"If i2=~/[1-9]/, strip nonfiling characters.; Segment at subfield delimiters",https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[title]GEN440anpnone,0,0,n,n,y,,,,,
series_work,series_work[title],MARC,n,GEN,760,s,$t AND $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[title]GEN760s$t AND $s,0,0,n,n,y,,,,,
series_work,series_work[title],MARC,n,GEN,760,t,$t NOT $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[title]GEN760t$t NOT $s,0,0,n,n,y,,,,,
series_work,series_work[title],MARC,n,GEN,762,s,$t AND $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[title]GEN762s$t AND $s,0,0,n,n,y,,,,,
series_work,series_work[title],MARC,n,GEN,762,t,$t NOT $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[title]GEN762t$t NOT $s,0,0,n,n,y,,,,,
series_work,series_work[title],MARC,n,GEN,800,f(g)hklmnoprst,$t OR $k,array_from_subelements,$g included if it follows $t or $k,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[title]GEN800f(g)hklmnoprst$t OR $k,0,0,n,n,y,,,,,
series_work,series_work[title],MARC,n,GEN,810,(d)f(g)hklm(n)oprst,$t OR $k,array_from_subelements,"$d, $n, $g included in [title] if they follow $t or $k",https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[title]GEN810(d)f(g)hklm(n)oprst$t OR $k,0,0,n,n,y,,,,,
series_work,series_work[title],MARC,n,GEN,811,(d)f(g)hklm(n)pst,$t OR $k,array_from_subelements,"$d, $g, $n included if they follow $t or $k",https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[title]GEN811(d)f(g)hklm(n)pst$t OR $k,0,0,n,n,y,,,,,
series_work,series_work[title],MARC,n,GEN,830,adfghklmnoprs,none,array_from_subelements,Respect non-filing i2 value if not blank or 0,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[title]GEN830adfghklmnoprsnone,0,0,n,n,y,,,,,
series_work,series_work[title_nonfiling],MARC,n,GEN,440,anp,i2=~/[1-9]/,concat_subelements,Title including nonfiling characters,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[title_nonfiling]GEN440anpi2=~/[1-9]/,0,0,n,n,y,,,,,
series_work,series_work[title_nonfiling],MARC,n,GEN,830,adfghklmnoprs,i2=~/[1-9]/,concat_subelements,"Same as [title] value but WITHOUT the initial non-filing characters removed, and with spaces added for subfield delimiters instead of ""||""",https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[title_nonfiling]GEN830adfghklmnoprsi2=~/[1-9]/,0,0,n,n,y,,,,,
series_work,series_work[title_variation],MARC,n,GEN,760,t,$t AND $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[title_variation]GEN760t$t AND $s,0,0,n,n,y,,,,,
series_work,series_work[title_variation],MARC,n,GEN,762,t,$t AND $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[title_variation]GEN762t$t AND $s,0,0,n,n,y,,,,,
series_work,series_work[title_variation],MARC,n,GEN,830,t,$a AND $t,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[title_variation]GEN830t$a AND $t,0,0,n,n,y,,,,,
series_work,series_work[type],MARC,n,GEN,760,{na},$t OR $s,constant, = series,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[type]GEN760{na}$t OR $s,0,0,n,n,y,,,,,
series_work,series_work[type],MARC,n,GEN,762,{na},$t OR $s,constant, = subseries,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[type]GEN762{na}$t OR $s,0,0,n,n,y,,,,,
series_work,series_work[type],MARC,n,GEN,800,{na},$t OR $k,constant, = series,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[type]GEN800{na}$t OR $k,0,0,n,n,y,,,,,
series_work,series_work[type],MARC,n,GEN,810,{na},$t OR $k,constant, = series,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[type]GEN810{na}$t OR $k,0,0,n,n,y,,,,,
series_work,series_work[type],MARC,n,GEN,811,{na},$t OR $k,constant, = series,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[type]GEN811{na}$t OR $k,0,0,n,n,y,,,,,
series_work,series_work[type],MARC,n,GEN,830,{na},none,constant, = series,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,series_work[type]GEN830{na}none,0,0,n,n,y,,,,,
sersol_number,sersol_number,MARC,n,UNC,001,{whole field},value =~ /^ss([ej]|[ie]b)\d+$/,subelement_to_value,x,x,sersol_numberUNC1{whole field}value =~ /^ss([ej]|[ie]b)\d+$/,0,0,n,,,,,,,
statement_of_responsibility,statement_of_responsibility,MARC,n,GEN,245,c,none,concat_subelements,x,Is concat_subelements in case some bad data exists with repeated $c,statement_of_responsibilityGEN245cnone,0,0,n,y,,,,,,
subject_chronological,subject_chronological,MARC,n,GEN,600,y,none,subelement_to_value,.,.,subject_chronologicalGEN600ynone,0,1,n,y,.,,,,,
subject_chronological,subject_chronological,MARC,n,GEN,610,y,none,subelement_to_value,.,.,subject_chronologicalGEN610ynone,0,1,n,y,.,,,,,
subject_chronological,subject_chronological,MARC,n,GEN,611,y,none,subelement_to_value,.,.,subject_chronologicalGEN611ynone,0,1,n,y,.,,,,,
subject_chronological,subject_chronological,MARC,n,GEN,630,y,none,subelement_to_value,.,.,subject_chronologicalGEN630ynone,0,1,n,y,.,,,,,
subject_chronological,subject_chronological,MARC,n,GEN,648,ay,none,subelement_to_value,.,"Need PO approval to include FAST terms -- seems they will be used much more than LCSH ever will in this field. On 2017-08-16, UNC has 33302 instances of FAST terms used here and 0 LCSH terms used in this field.;;;Verify with other institutions that this mapping works with this field for them.",subject_chronologicalGEN648aynone,0,1,n,y,.,,,,,
subject_chronological,subject_chronological,MARC,n,GEN,650,y,none,subelement_to_value,.,.,subject_chronologicalGEN650ynone,0,1,n,y,.,,,,,
subject_chronological,subject_chronological,MARC,n,GEN,651,y,none,subelement_to_value,.,.,subject_chronologicalGEN651ynone,0,1,n,y,.,,,,,
subject_chronological,subject_chronological,MARC,n,GEN,655,y,none,subelement_to_value,.,.,subject_chronologicalGEN655ynone,0,1,n,y,.,,,,,
subject_chronological,subject_chronological,MARC,n,GEN,656,y,none,subelement_to_value,.,.,subject_chronologicalGEN656ynone,0,1,n,y,.,,,,,
subject_chronological,subject_chronological,MARC,n,GEN,657,y,none,subelement_to_value,.,.,subject_chronologicalGEN657ynone,0,1,n,y,.,,,,,
subject_chronological,subject_chronological,UNC,n,GEN,690,y,none,subelement_to_value,.,.,subject_chronologicalGEN690ynone,0,1,n,y,.,,,,,
subject_chronological,subject_chronological,UNC,n,GEN,691,y,none,subelement_to_value,.,.,subject_chronologicalGEN691ynone,0,1,n,y,.,,,,,
subject_chronological,subject_chronological,UNC,n,GEN,695,y,none,subelement_to_value,.,.,subject_chronologicalGEN695ynone,0,1,n,y,.,,,,,
subject_chronological,subject_chronological,MARC,n,UNC,698,ay,none,subelement_to_value,.,"Need PO approval to include FAST terms -- seems they will be used much more than LCSH ever will in this field. On 2017-08-16, UNC has 33302 instances of FAST terms used here and 0 LCSH terms used in this field.;;;Verify with other institutions that this mapping works with this field for them.",subject_chronologicalUNC698aynone,0,1,n,y,.,,,,,
subject_genre,subject_genre,MARC,n,GEN,006,17,006/00 =~ [at],subelement_to_value,"if =~ [abcd], value = Biography",. ,subject_genreGEN617006/00 =~ [at],0,2,n,y,i,,,,,
subject_genre,subject_genre,MARC,n,GEN,006,16,006/00 =~ [at],subelement_to_value,"map a value from 008_literary_form.json if there is a match. If there is no match, don't populate",.,subject_genreGEN616006/00 =~ [at],0,2,n,y,y,,,,,
subject_genre,subject_genre,MARC,n,GEN,008,34,LDR/06 = a AND LDR/07 =~ [acdm],subelement_to_value,"if =~ [abcd], value = Biography",. ,subject_genreGEN834LDR/06 = a AND LDR/07 =~ [acdm],0,2,n,y,y,,,,,
subject_genre,subject_genre,MARC,n,GEN,008,33,LDR/06 = a AND LDR/07 =~ [acdm],subelement_to_value,"map a value from 008_literary_form.json if there is a match. If there is no match, don't populate",.,subject_genreGEN833LDR/06 = a AND LDR/07 =~ [acdm],0,2,n,y,i,,,,,
subject_genre,subject_genre,MARC,n,GEN,382,abdp,none,subelement_to_value,x,x,subject_genreGEN382abdpnone,0,2,n,y,y,,,,,
subject_genre,subject_genre,MARC,n,GEN,384,a,none,subelement_to_value,x,x,subject_genreGEN382todotodo,0,3,y,y,y,,,,,
subject_genre,subject_genre,MARC,n,GEN,600,v,none,subelement_to_value,.,.,subject_genreGEN600vnone,0,2,n,y,.,,,,,
subject_genre,subject_genre,MARC,n,GEN,610,v,none,subelement_to_value,.,.,subject_genreGEN610vnone,0,2,n,y,.,,,,,
subject_genre,subject_genre,MARC,n,GEN,611,v,none,subelement_to_value,.,.,subject_genreGEN611vnone,0,2,n,y,.,,,,,
subject_genre,subject_genre,MARC,n,GEN,630,v,none,subelement_to_value,.,.,subject_genreGEN630vnone,0,2,n,y,.,,,,,
subject_genre,subject_genre,MARC,n,GEN,647,v,none,subelement_to_value,.,UNC doesn't have this field in our catalog at all yet. It was added to MARC in 2016-11 and probably hasn't been implemented by OCLC yet. We can hold off on including it.,subject_genreGEN647vnone,0,2,n,y,.,,,,,
subject_genre,subject_genre,MARC,n,GEN,648,v,none,subelement_to_value,.,UNC doesn't have any occurrences of this subfield (regardless of term source),subject_genreGEN648vnone,0,2,n,y,.,,,,,
subject_genre,subject_genre,MARC,n,GEN,650,v,none,subelement_to_value,.,.,subject_genreGEN650vnone,0,2,n,y,.,,,,,
subject_genre,subject_genre,MARC,n,GEN,651,v,none,subelement_to_value,.,.,subject_genreGEN651vnone,0,2,n,y,.,,,,,
subject_genre,subject_genre,MARC,n,GEN,653,a,i2 = 6,subelement_to_value,.,"UNC doesn't have any occurrences of these subfields (regardless of term source). Check w/other institutions re: current needs here. Can/should be mapped eventually, depending on how use of field evolves",subject_genreGEN653ai2 = 6,0,2,n,y,y,,,,,
subject_genre,subject_genre,MARC,n,GEN,655,v,none,subelement_to_value,.,.,subject_genreGEN655vnone,0,2,n,y,.,,,,,
subject_genre,subject_genre,MARC,n,GEN,655,ax,none,concat_subelements,"Separate subelements with ""--"", not "" """,Need to consult with metadata experts at other institutions to verify this is the best way to handle $x;;;Need PO approval to include non-LCSH vocabularies,subject_genreGEN655axnone,0,2,n,y,y,,,,,
subject_genre,subject_genre,MARC,n,GEN,655,ax,i2=7 AND $2 =~ /rbbin|rbgenr|rbmscv|rbpap|rbpri|rbprov|rbpub|rbtyp/,concat_subelements,"Separate subelements with ""--"", not "" ""; Delete parenthetical Binding|Genre|Paper|Printing|Publishing|Provenance|Type values from field; chomp "".""; deduplicate field when all values have been assigned.","Need PO approval to include non-LCSH vocabularies: Binding terms: a thesaurus for use in rare book and special collections cataloguing (Chicago: Association of College and Research Libraries, ALA) -- Important for rare/special library materials -- 6064 headings in UNC cat on 2017-08-16",subject_genreGEN655axi2=7 AND $2 =~ /rbbin|rbgenr|rbmscv|rbpap|rbpri|rbprov|rbpub|rbtyp/,0,2,n,y,y,,,,,
subject_genre,subject_genre,MARC,n,GEN,656,kv,none,subelement_to_value,.,"UNC doesn't have any occurrences of these subfields (regardless of term source). Check w/other institutions re: current needs here. Can/should be mapped eventually, depending on how use of field evolves",subject_genreGEN656kvnone,0,2,n,y,y,,,,,
subject_genre,subject_genre,MARC,n,GEN,657,v,none,subelement_to_value,.,"UNC doesn't have any occurrences of these subfields (regardless of term source). Check w/other institutions re: current needs here. Can/should be mapped eventually, depending on how use of field evolves",subject_genreGEN657vnone,0,2,n,y,.,,,,,
subject_genre,subject_genre,MARC,n,UNC,690,v,none,subelement_to_value,.,.,subject_genreUNC690vnone,0,2,n,y,.,,,,,
subject_genre,subject_genre,MARC,n,UNC,691,v,none,subelement_to_value,.,.,subject_genreUNC691vnone,0,2,n,y,.,,,,,
subject_genre,subject_genre,MARC,n,UNC,695,ax,none,concat_subelements,"Separate subelements with ""--"", not "" """,,subject_genreUNC695axnone,0,2,n,y,y,,,,,
subject_genre,subject_genre,MARC,n,UNC,695,v,none,subelement_to_value,.,.,subject_genreUNC695vnone,0,2,n,y,.,,,,,
subject_genre,subject_genre,MARC,n,UNC,698,v,none,subelement_to_value,.,.,subject_genreUNC698vnone,0,2,n,y,.,,,,,
subject_geographic,subject_geographic,MARC,n,GEN,600,z,none,subelement_to_value,.,.,subject_geographicGEN600znone,0,1,n,y,.,,,,,
subject_geographic,subject_geographic,MARC,n,GEN,610,z,none,subelement_to_value,.,.,subject_geographicGEN610znone,0,1,n,y,.,,,,,
subject_geographic,subject_geographic,MARC,n,GEN,611,z,none,subelement_to_value,.,.,subject_geographicGEN611znone,0,1,n,y,.,,,,,
subject_geographic,subject_geographic,MARC,n,GEN,630,z,none,subelement_to_value,.,.,subject_geographicGEN630znone,0,1,n,y,.,,,,,
subject_geographic,subject_geographic,MARC,n,GEN,648,z,none,subelement_to_value,.,UNC doesn't have any occurrences of this subfield (regardless of term source),subject_geographicGEN648znone,0,1,n,y,.,,,,,
subject_geographic,subject_geographic,MARC,n,GEN,650,z,none,subelement_to_value,.,.,subject_geographicGEN650znone,0,1,n,y,.,,,,,
subject_geographic,subject_geographic,MARC,n,GEN,651,z,none,subelement_to_value,.,.,subject_geographicGEN651znone,0,1,n,y,.,,,,,
subject_geographic,subject_geographic,MARC,n,GEN,651,ag,none,concat_subelements,"Separate with "" -- """,.,subject_geographicGEN651agnone,0,1,n,y,y,,,,,
subject_geographic,subject_geographic,MARC,n,GEN,653,a,i2 = 5,subelement_to_value,.,.,subject_geographicGEN653ai2 = 5,0,1,n,y,.,,,,,
subject_geographic,subject_geographic,MARC,n,GEN,655,z,none,subelement_to_value,.,.,subject_geographicGEN655znone,0,1,n,y,.,,,,,
subject_geographic,subject_geographic,MARC,n,GEN,656,z,none,subelement_to_value,.,.,subject_geographicGEN656znone,0,1,n,y,.,,,,,
subject_geographic,subject_geographic,MARC,n,GEN,657,z,none,subelement_to_value,.,.,subject_geographicGEN657znone,0,1,n,y,.,,,,,
subject_geographic,subject_geographic,MARC,n,GEN,662,abcdfgh,none,subelement_to_value,.,.,subject_geographicGEN662abcdfghnone,0,1,n,y,y,,,,,
subject_geographic,subject_geographic,MARC,n,UNC,690,z,none,subelement_to_value,.,.,subject_geographicUNC690znone,0,1,n,y,.,,,,,
subject_geographic,subject_geographic,MARC,n,UNC,691,az,none,concat_subelements,"Separate with "" -- """,.,subject_geographicUNC691aznone,0,1,n,y,y,,,,,
subject_geographic,subject_geographic,MARC,n,UNC,695,z,none,subelement_to_value,.,.,subject_geographicUNC695znone,0,1,n,y,.,,,,,
subject_geographic,subject_geographic,MARC,n,UNC,698,z,none,subelement_to_value,.,.,subject_geographicUNC698znone,0,1,n,y,.,,,,,
subject_headings,subject_headings[value],MARC,n,GEN,600,abcdfghjklmnopqrstuvxyz,none,concat_subelements,"Separate subelements with ""--"", not "" ""; chomp "".""; deduplicate field when all values have been assigned.",.,subject_headings[value]GEN600abcdfghjklmnopqrstuvxyznone,0,0,n,y,y,,,,,
subject_headings,subject_headings[value],MARC,n,GEN,610,abcdfghklmnoprstuvxyz,none,concat_subelements,"Separate subelements with ""--"", not "" ""; chomp "".""; deduplicate field when all values have been assigned.",.,subject_headings[value]GEN610abcdfghklmnoprstuvxyznone,0,0,n,y,y,,,,,
subject_headings,subject_headings[value],MARC,n,GEN,611,acdefghklnpqstuvxyz,none,concat_subelements,"Separate subelements with ""--"", not "" ""; chomp "".""; deduplicate field when all values have been assigned.",.,subject_headings[value]GEN611acdefghklnpqstuvxyznone,0,0,n,y,y,,,,,
subject_headings,subject_headings[value],MARC,n,GEN,630,adfghklmnoprstvxyz,none,concat_subelements,"Separate subelements with ""--"", not "" ""; chomp "".""; deduplicate field when all values have been assigned.",.,subject_headings[value]GEN630adfghklmnoprstvxyznone,0,0,n,y,y,,,,,
subject_headings,subject_headings[value],MARC,n,GEN,647,acdgvxyz,none,concat_subelements,"Separate subelements with ""--"", not "" ""; chomp "".""; deduplicate field when all values have been assigned.",.,subject_headings[value]GEN647acdgvxyznone,0,0,n,y,y,,,,,
subject_headings,subject_headings[value],MARC,n,GEN,648,avxyz,none,concat_subelements,"Separate subelements with ""--"", not "" ""; chomp "".""; deduplicate field when all values have been assigned.",.,subject_headings[value]GEN648avxyznone,0,0,n,y,y,,,,,
subject_headings,subject_headings[value],MARC,n,GEN,650,abcdgvxyz,none,concat_subelements,"Separate subelements with ""--"", not "" ""; chomp "".""; deduplicate field when all values have been assigned.",.,subject_headings[value]GEN650abcdgvxyznone,0,0,n,y,y,,,,,
subject_headings,subject_headings[value],MARC,n,GEN,651,agvxyz,none,concat_subelements,"Separate subelements with ""--"", not "" ""; chomp "".""; deduplicate field when all values have been assigned.",.,subject_headings[value]GEN651agvxyznone,0,0,n,y,y,,,,,
subject_headings,subject_headings[value],MARC,n,GEN,653,a,i2 =~ /[ 012345]/,subelement_to_value,"chomp "".""; deduplicate field when all values have been assigned.",.,subject_headings[value]GEN653ai2 =~ /[ 012345]/,0,0,n,y,y,,,,,
subject_headings,subject_headings[value],MARC,n,GEN,656,akvxyz,none,concat_subelements,"chomp "".""; deduplicate field when all values have been assigned.",.,subject_headings[value]GEN656akvxyznone,0,0,n,y,y,,,,,
subject_headings,subject_headings[value],MARC,n,GEN,657,avxyz,none,concat_subelements,"chomp "".""; deduplicate field when all values have been assigned.",.,subject_headings[value]GEN657avxyznone,0,0,n,y,y,,,,,
subject_headings,subject_headings[value],MARC,n,GEN,662,abcdfgh,none,concat_subelements,"chomp "".""; deduplicate field when all values have been assigned.",.,subject_headings[value]GEN662abcdfghnone,0,0,n,y,y,,,,,
subject_headings,subject_headings[value],MARC,n,UNC,690,abcdgqvxyz,none,concat_subelements,"Separate subelements with ""--"", not "" ""; chomp "".""; deduplicate field when all values have been assigned.",.,subject_headings[value]UNC690abcdgqvxyznone,0,0,n,y,y,,,,,
subject_headings,subject_headings[value],MARC,n,UNC,691,abgvxyz,none,concat_subelements,"Separate subelements with ""--"", not "" ""; chomp "".""; deduplicate field when all values have been assigned.",.,subject_headings[value]UNC691abgvxyznone,0,0,n,y,y,,,,,
subject_headings,subject_headings[value],MARC,n,UNC,698,avxyz,none,concat_subelements,"Separate subelements with ""--"", not "" ""; chomp "".""; deduplicate field when all values have been assigned.",.,subject_headings[value]UNC698avxyznone,0,0,n,y,y,,,,,
subject_topical,subject_topical,MARC,n,GEN,600,abcdfghjklmnopqrstu,none,concat_subelements,.,"In Endeca data model, people (and their works) as topics are mapped into subject:topic facet",subject_topicalGEN600abcdfghjklmnopqrstunone,0,0,n,y,.,,,,,
subject_topical,subject_topical,MARC,n,GEN,600,x,none,subelement_to_value,.,.,subject_topicalGEN600xnone,0,0,n,y,.,,,,,
subject_topical,subject_topical,MARC,n,GEN,610,abcdfghklmnoprstu,none,concat_subelements,.,"In Endeca data model, corporate bodies (and their works) as topics are mapped into subject:topic facet",subject_topicalGEN610abcdfghklmnoprstunone,0,0,n,y,.,,,,,
subject_topical,subject_topical,MARC,n,GEN,610,x,none,subelement_to_value,.,.,subject_topicalGEN610xnone,0,0,n,y,.,,,,,
subject_topical,subject_topical,MARC,n,GEN,611,acdefghklnpqstu,none,concat_subelements,.,"In Endeca data model, meeting names (and their works) as topics are mapped into subject:topic facet",subject_topicalGEN611acdefghklnpqstunone,0,0,n,y,.,,,,,
subject_topical,subject_topical,MARC,n,GEN,611,x,none,subelement_to_value,.,.,subject_topicalGEN611xnone,0,0,n,y,.,,,,,
subject_topical,subject_topical,MARC,n,GEN,630,adfghklmnoprst,none,concat_subelements,.,"In Endeca data model, works as topics are mapped into subject:topic facet",subject_topicalGEN630adfghklmnoprstnone,0,0,n,y,.,,,,,
subject_topical,subject_topical,MARC,n,GEN,630,x,none,subelement_to_value,.,.,subject_topicalGEN630xnone,0,0,n,y,.,,,,,
