element,parent element,definition,rationale,category,provisional,responsibility,obligation,searchable in,retain order,facet,Brief display,Full display,note on display,relevance importance,endeca equivalent,notes,implementation details,documentation,JIRA issue,is parent?,vernacular treatment,vernacular status,element type,argot-ruby processor/pattern,abstract processing pattern,issue ct,mapping ct,done in mta?,tests?,in schema?,,,,,,,,
series_statement[issn],series_statement,ISSNs with any qualifying info stripped,For indexing,series,n,shared,"{0,n}",ids;;;keyword,x,x,x,x,x,.,Series ISSN,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_statement.adoc,https://trlnmain.atlassian.net/browse/TD-546,n,na - no vernacular expected,{na},subelement,series_statement,series_statement,0,2,n,y,.,,,,,,,,
series_statement[label],series_statement,Contextualizing label specific to the data in the field,x,series,n,shared,"{0,1}",not indexed,x,x,x,Other details,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_statement.adoc,https://trlnmain.atlassian.net/browse/TD-546,n,pass through/store vernacular -- no special processing,test/verification needed,subelement,series_statement,series_statement,0,1,n,y,.,,,,,,,,
series_statement[lang],series_statement,Script/language code for field,Apply appropriate Solr language parsers,series,n,shared,"{0,1}",not indexed,x,x,x,x,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_statement.adoc,https://trlnmain.atlassian.net/browse/TD-735,n,na - no vernacular expected,{na},subelement,work_entry,work_entry,0,0,n,n,.,,,,,,,,
series_statement[other_ids],series_statement,Bibliographic record control numbers recorded in series field,x,series,n,shared,"{0,n}",ids;;;keyword,x,x,x,x,x,.,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_statement.adoc,https://trlnmain.atlassian.net/browse/TD-546,n,na - no vernacular expected,{na},subelement,series_statement,series_statement,0,1,n,y,.,,,,,,,,
series_statement[value],series_statement,"Full series statement as recorded, except for bibliographic record control numbers",x,series,n,shared,{1},series;;;keyword,x,x,x,Other details,x,.,Series;;;Series title index,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_statement.adoc,https://trlnmain.atlassian.net/browse/TD-546,n,vernacular processing needed,define new subelement - map/doc needed,subelement,series_statement,series_statement,0,2,n,y,.,,,,,,,,
series_work,x,series works not handled in a field such as Table of Contents,Navigation/exploration of catalog,related works,n,shared,"{0,n}",not indexed,y,x,x,x,x,high,Constituent Unit Linking;;;Other Titles,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,https://trlnmain.atlassian.net/browse/TD-464,y,na - parent element -- see subelements,{na},parent element,work_entry,work_entry,0,0,n,y,.,,,,,,,,
series_work[author],series_work,Author of the series work,x,related works,n,shared,"{0,1}",author;;;work;;;keyword,x,x,x,related items,Hyperlinked. Clicking this segment does an author search,high,Series,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,https://trlnmain.atlassian.net/browse/TD-464,n,vernacular processing needed,spec-ed in work_entry pattern -- implementation needed,subelement,work_entry,work_entry,0,5,n,y,.,,,,,,,,
series_work[details],series_work,"Other identifying or descriptive details of series work, suitable for display but not indexed",x,related works,n,shared,"{0,1}",not indexed,x,x,x,related items,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,https://trlnmain.atlassian.net/browse/TD-464,n,pass through/store vernacular -- no special processing,test/verification needed,subelement,work_entry,work_entry,0,3,n,y,.,,,,,,,,
series_work[display],series_work,Whether to display content of field; Boolean; defaults to true,x,related works,n,shared,"{0,1}",not indexed,x,x,x,x,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,https://trlnmain.atlassian.net/browse/TD-464,n,na - no vernacular expected,{na},subelement,work_entry,work_entry,0,2,n,y,.,,,,,,,,
series_work[issn],series_work,ISSN of series work,x,related works,n,shared,"{0,1}",ids;;;keyword,x,x,x,related items,"When element is present, prepend "". ISSN: "" in display",high,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,https://trlnmain.atlassian.net/browse/TD-464,n,na - no vernacular expected,{na},subelement,work_entry,work_entry,0,7,n,y,.,,,,,,,,
series_work[label],series_work,Contextualizing label specific to the data in the field,x,related works,n,shared,"{0,1}",not indexed,x,x,x,related items,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,https://trlnmain.atlassian.net/browse/TD-464,n,pass through/store vernacular -- no special processing,test/verification needed,subelement,work_entry,work_entry,0,6,n,y,.,,,,,,,,
series_work[lang],series_work,Script/language code for field,Apply appropriate Solr language parsers,related works,n,shared,"{0,1}",not indexed,x,x,x,x,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/vernacular_scripts.adoc,https://trlnmain.atlassian.net/browse/TD-535,n,na - no vernacular expected,{na},subelement,work_entry,work_entry,0,0,n,n,.,,,,,,,,
series_work[other_ids],series_work,"IDs of series works, other than ISBN or ISSN",x,related works,n,shared,"{0,n}",ids;;;keyword,x,x,x,x,x,high,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,https://trlnmain.atlassian.net/browse/TD-464,n,na - no vernacular expected,{na},subelement,work_entry,work_entry,0,2,n,y,.,,,,,,,,
series_work[title],series_work,"Title of series work, respecting nonfiling indicators",x,related works,n,shared,{1},title;;;work;;;keyword,x,x,x,related items,Hyperlinks on different segments of the title portion conduct queries on work_citation index,high,Series;;;Series title index;;;Main Series Linking;;;Subseries Linking,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,https://trlnmain.atlassian.net/browse/TD-464,n,vernacular processing needed,spec-ed in work_entry pattern -- implementation needed,subelement,work_entry,work_entry,0,9,n,y,.,,,,,,,,
series_work[title_nonfiling],series_work,"Title of series work, ignoring nonfiling indicators",x,related works,n,shared,"{0,1}",title;;;keyword,x,x,x,x,x,high,Series;;;Series title index;;;Main Series Linking;;;Subseries Linking,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,https://trlnmain.atlassian.net/browse/TD-464,n,vernacular processing needed,spec-ed in work_entry pattern -- implementation needed,subelement,work_entry,work_entry,0,2,n,y,.,,,,,,,,
series_work[title_variation],series_work,"Variant form of title of the series work, if recorded in field. Would most often be the title proper (from title page) when uniform title was recorded in main title element of field.",x,related works,n,shared,"{0,1}",title;;;keyword,x,x,x,related items,"In display, this value should have prefix: ""Some editions have title: """,high,Series;;;Series title index;;;Main Series Linking;;;Subseries Linking,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,https://trlnmain.atlassian.net/browse/TD-464,n,vernacular processing needed,spec-ed in work_entry pattern -- implementation needed,subelement,work_entry,work_entry,0,3,n,y,.,,,,,,,,
series_work[type],series_work,Type of work_entry pattern,Used in post-Argot processing,related works,n,shared,{1},not indexed,x,x,x,x,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_work.adoc,https://trlnmain.atlassian.net/browse/TD-464,n,na - no vernacular expected,{na},subelement,work_entry,work_entry,0,6,n,y,.,,,,,,,,
sersol_number,x,SerialsSolutions record ID number. Begins with ssj or ssib,Rollup for SerialsSolutions titles.,ids,n,local,"{0,1}",ids;;;keyword,x,x,x,Other details > (ids cluster) > SerialsSolutions record number:,x,.,x,x,.,needed,.,n,na - no vernacular expected,{na},simple element,default,.,0,1,.,.,.,,,,,,,,
shelfkey,x,"Normalized, prefixed form of call number used for sorting and shelf browse applications. Not indexed for end-user queries, but is indexed for internal application use",x,call number,n,shared,"{0,1}",not indexed,,x,x,x,x,x,Call Number sort,x,.,needed,.,n,na - no vernacular expected,{na},simple element,default,.,0,0,.,.,.,,,,,,,,
short_title,x,"Brief title, copied to another field for boosting in search results. ""Brief"" is currently defined as 4 words or less, and only titles not tagged as specially processed non-Roman scripts are treated properly at the current time",.,title,n,shared,"{0,1}",title;;;keyword,,x,x,x,x,high,Title1;;;Title2;;;Title3;;;Title4,x,.,needed,.,n,.,.,simple element,default,.,0,0,y,y,n,,,,,,,,
statement_of_responsibility,x,"List of authors and other contributors, typically transcribed from title page. In legacy records, may contain other data from the 245 field that has not been subfielded by one of the other subfield codes.",.,names,n,shared,"{0,1}",not indexed,x,x,no label,x,x,.,x,x,.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/other_argot_fields.adoc#code-statement_of_responsibility-code,.,y,vernacular processing needed,convert to nested element w/lang subelement - map/doc needed,parent element,default,index_and_display_value,0,1,.,.,.,,,,,,,,
statement_of_responsibility[lang],statement_of_responsibility,Language code for non-Roman script data in field,.,names,n,shared,"{0,1}",not indexed,x,x,no label,x,x,.,x,x,.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/other_argot_fields.adoc#code-statement_of_responsibility-code,https://trlnmain.atlassian.net/browse/TD-737,n,na - no vernacular expected,{na},subelement,default,index_and_display_value,0,0,.,.,.,,,,,,,,
statement_of_responsibility[value],statement_of_responsibility,The value of the statement of responsibility,.,names,n,shared,"{0,1}",author;;;keyword,x,x,no label,Summary record > no label,x,.,Statement of Responsibility,x,.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/other_argot_fields.adoc#code-statement_of_responsibility-code,.,n,vernacular processing needed,test/verification needed,subelement,default,index_and_display_value,0,0,.,.,.,,,,,,,,
subject_chronological,x,Chronological/time period terms from LCSH,Explode subject genre headings into segments to allow filtering/narrowing by individual chronological terms,subject,n,shared,"{0,n}",facet:Time Period,x,Time period,x,x,x,x,Subject: Time period,"field_name doesn't include name of a vocabulary because we've never treated chronological terms from different vocabularies separately;;;TD-347 specifies ""limited to LCSH,"" though Endeca data model allowed terms from other vocabularies to be mapped here",https://github.com/trln/data-documentation/blob/master/argot/processing_rules_and_procedures.md#all-fields-that-become-facet-values,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/subject_and_genre.adoc,.,n,pass through/store vernacular -- no special processing,test/verification needed,simple element,default,.,1,14,.,.,.,,,,,,,,
subject_genre,x,Genre/form terms,Explode subject and genre headings into segments to allow filtering/narrowing by individual genre/form terms,subject,n,shared,"{0,n}",facet:Genre,x,Genre,x,x,x,x,Subject: Genre,field_name doesn't include name of a vocabulary because we've never treated genre terms from different vocabularies separately. I'll be making a case to POs that it's necessary to include terms from several non-LCSH vocabularies in this facet to make it at all useful. ,https://github.com/trln/data-documentation/blob/master/argot/processing_rules_and_procedures.md#all-fields-that-become-facet-values,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/subject_and_genre.adoc,.,n,pass through/store vernacular -- no special processing,test/verification needed,simple element,default,.,2,27,.,.,.,,,,,,,,
subject_geographic,x,Geographic/region terms from LCSH,Explode subject genre headings into segments to allow filtering/narrowing by individual geographic terms,subject,n,shared,"{0,n}",facet:Region,x,Region,x,x,x,x,Subject: Region,"field_name doesn't include name of a vocabulary because we've never treated chronological terms from different vocabularies separately;;;TD-347 specifies ""limited to LCSH,"" though Endeca data model allowed terms from other vocabularies to be mapped here",https://github.com/trln/data-documentation/blob/master/argot/processing_rules_and_procedures.md#all-fields-that-become-facet-values,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/subject_and_genre.adoc,.,n,pass through/store vernacular -- no special processing,test/verification needed,simple element,default,.,1,17,.,.,.,,,,,,,,
subject_headings,x,Pre-coordinate subject headings,"Display in record (in order); adaptive hyperlinking for browsing/exploring; feed into autosuggest and/or ""related titles"" features",subject,n,shared,"{0,n}",not indexed,y,x,x,x,x,x,x,x,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/subject_and_genre.adoc,.,y,na - parent element -- see subelements,{na},parent element,default,headings,0,0,.,.,y,,,,,,,,
subject_headings[lang],subject_headings,Script/language code for field,x,subject,n,shared,"{0,1}",not indexed,x,x,x,x,x,x,x,x,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/subject_and_genre.adoc,https://trlnmain.atlassian.net/browse/TD-715,n,na - no vernacular expected,{na},subelement,default,headings,0,0,.,.,y,,,,,,,,
subject_headings[value],subject_headings,Value of the heading,x,subject,n,shared,{1},subject;;;keyword,x,x,x,This item is about,x,.,Subjects;;;Subject Headings,x,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/subject_and_genre.adoc,.,n,vernacular processing needed,partially mapped/doced,subelement,default,headings,0,15,.,.,y,,,,,,,,
subject_headings_remapped,x,"Problematic subject headings that have been remapped for display and search. These are indexed but not displayed, in order to support users who may know and search by the problematic subject headings.",x,subject,n,shared,"{0,n}",subject;;;keyword,x,x,x,x,x,.,Subjects;;;Subject Headings,x,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/subject_and_genre.adoc,.,n,na - no vernacular expected,{na},simple element,default,.,0,0,y,y,n,,,,,,,,
subject_topical,x,Topical terms from Library of Congress Subject Headings (LCSH),Explode subject headings into segments to allow filtering/narrowing by individual topical terms,subject,n,shared,"{0,n}",facet:Subject,x,Subject,x,x,x,x,Subject: Topic,"field_name includes ""lcsh"" because in Endeca, we also have a Medical Subject headings topic facet -- erring on the side of being more specific earlier on, based on Luke's advice that it'd be easier to generalize things later on than to tease out lost specifics;;;TD-347 specifies ""limited to LCSH,"" though Endeca data model allowed terms from other vocabularies to be mapped here",https://github.com/trln/data-documentation/blob/master/argot/processing_rules_and_procedures.md#all-fields-that-become-facet-values,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/subject_and_genre.adoc,.,n,pass through/store vernacular -- no special processing,test/verification needed,simple element,default,.,0,23,.,.,.,,,,,,,,
this_work,x,related works not handled in a field such as Table of Contents,Navigation/exploration of catalog,this work/uniform title,n,shared,"{0,n}",not indexed,y,x,x,x,x,high,Collective Uniform Title;;;Journal Uniform Title;;;Main Uniform Title;;;Uniform Title,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,https://trlnmain.atlassian.net/browse/TD-392,y,na - parent element -- see subelements,{na},parent element,work_entry,work_entry,0,0,n,y,.,,,,,,,,
this_work[author],this_work,Author of the related work,x,this work/uniform title,n,shared,"{0,1}",author;;;work;;;keyword,x,x,x,Related items > More like this,Hyperlinked. Clicking this segment does an author search,high,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,https://trlnmain.atlassian.net/browse/TD-392,n,vernacular processing needed,spec-ed in work_entry pattern -- implementation needed,subelement,work_entry,work_entry,0,3,.,y,.,,,,,,,,
this_work[display],this_work,Whether to display content of field; Boolean; defaults to true,x,this work/uniform title,n,shared,"{0,1}",not indexed,x,x,x,x,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,.,n,na - no vernacular expected,{na},subelement,work_entry,work_entry,0,1,n,y,.,,,,,,,,
this_work[lang],this_work,Script/language code for field,Apply appropriate Solr language parsers,this work/uniform title,n,shared,"{0,1}",not indexed,x,x,x,x,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/vernacular_scripts.adoc,https://trlnmain.atlassian.net/browse/TD-535,n,na - no vernacular expected,{na},subelement,work_entry,work_entry,0,0,n,y,.,,,,,,,,
this_work[title],this_work,"Title of related work, respecting nonfiling indicators",x,this work/uniform title,n,shared,{1},title;;;work;;;keyword,x,x,x,Related items > More like this,Hyperlinks on different segments of the title portion conduct queries on work_citation index,high,Collective Uniform Title;;;Journal Uniform Title;;;Main Uniform Title;;;Uniform Title,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,https://trlnmain.atlassian.net/browse/TD-392,n,vernacular processing needed,spec-ed in work_entry pattern -- implementation needed,subelement,work_entry,work_entry,0,8,.,y,.,,,,,,,,
this_work[title_nonfiling],this_work,"Title of related work, ignoring nonfiling indicators",x,this work/uniform title,n,shared,"{0,1}",title;;;keyword,x,x,x,x,x,high,Collective Uniform Title;;;Journal Uniform Title;;;Main Uniform Title;;;Uniform Title,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,https://trlnmain.atlassian.net/browse/TD-392,n,vernacular processing needed,spec-ed in work_entry pattern -- implementation needed,subelement,work_entry,work_entry,0,3,.,y,.,,,,,,,,
this_work[title_variation],this_work,"Variant form of title of the related work, if recorded in field. Would most often be the title proper (from title page) when uniform title was recorded in main title element of field.",x,this work/uniform title,n,shared,"{0,1}",title;;;keyword,x,x,x,Related items > More like this,"In display, this value should have prefix: ""Some editions have title: """,high,Collective Uniform Title;;;Journal Uniform Title;;;Main Uniform Title;;;Uniform Title,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,https://trlnmain.atlassian.net/browse/TD-392,n,vernacular processing needed,spec-ed in work_entry pattern -- implementation needed,subelement,work_entry,work_entry,0,1,.,y,.,,,,,,,,
this_work[type],this_work,Type of work_entry pattern,Used in post-Argot processing,this work/uniform title,n,shared,{1},not indexed,x,x,x,x,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,https://trlnmain.atlassian.net/browse/TD-392,n,na - no vernacular expected,{na},subelement,work_entry,work_entry,0,5,.,y,.,,,,,,,,
title_main,x,Main title of the item described by record,x,title,n,shared,"{1,n}",not indexed,y,x,x,x,x,x,Main Title,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/other_argot_fields.adoc#code-title_main-code,https://trlnmain.atlassian.net/browse/TD-582,y,na - parent element -- see subelements,{na},parent element,title_main,title_main,0,0,n,y,y,,,,,,,,
title_main[lang],title_main,Script/language code for field,Apply appropriate Solr language parsers,title,n,shared,"{0,1}",not indexed,x,x,x,x,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/vernacular_scripts.adoc,https://trlnmain.atlassian.net/browse/TD-561,n,na - no vernacular expected,{na},subelement,title_main,title_main,0,0,n,y,y,,,,,,,,
title_main[value],title_main,"Main title, including any initial articles",.,title,n,shared,{1},title;;;keyword,x,x,no label,Summary record > no label,x,highest,Main Title,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/other_argot_fields.adoc#code-title_main-code,https://trlnmain.atlassian.net/browse/TD-582,n,vernacular processing needed,done,subelement,title_main,title_main,0,1,n,y,y,,,,,,,,
title_sort,x,Main title with non-filing characters removed from beginning,Used for sorting results by title; mitigate weird search results when people omit initial articles from their queries. ,title,n,shared,{1},sort,x,x,x,x,x,highest,Title Sort,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/other_argot_fields.adoc#code-title_sort-code,https://trlnmain.atlassian.net/browse/TD-582,n,pass through/store vernacular -- no special processing,test/verification needed,simple element,title_main,title_main,0,1,.,y,y,,,,,,,,
title_variant,x,"Variant titles, as well as former titles that are not cataloged on a separate record. (See https://github.com/trln/data-documentation/blob/master/argot/spec_docs/title_history.adoc for discussion)",.,title,n,shared,"{0,n}",not indexed,y,x,x,Other details > Variant title: or Former title: depending on [type] value,x,x,Journal Title Abbreviation;;;Title Index;;;Journal Varying Title;;;Varying Titles,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,https://trlnmain.atlassian.net/browse/TD-475,y,na - parent element -- see subelements,{na},parent element,title_variant,title_variant,0,0,n,n,.,,,,,,,,
title_variant[display],title_variant,"Whether the variant title data should display. Defaults to true. If false, the title will be indexed but not displayed",Many variant titles repeat data recorded elsewhere in the record.,title,n,shared,"{0,1}",not indexed,x,x,x,x,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,https://trlnmain.atlassian.net/browse/TD-475,n,na - no vernacular expected,{na},subelement,title_variant,title_variant,0,4,n,n,.,,,,,,,,
title_variant[indexed_value],title_variant,Variant title data to be indexed if that value is different than what's in [value] element,.,title,n,shared,"{0,1}",title;;;keyword,x,x,x,x,x,high,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,https://trlnmain.atlassian.net/browse/TD-475,n,vernacular processing needed,define new subelement - map/doc needed,subelement,title_variant,title_variant,0,2,n,n,.,,,,,,,,
title_variant[issn],title_variant,ISSN for former title,.,title,n,shared,"{0,1}",ids;;;keyword,x,x,x,Other details > Variant title: or Former title: depending on [type] value,"When displayed, prepend "". ISSN:""",x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,https://trlnmain.atlassian.net/browse/TD-475,n,na - no vernacular expected,{na},subelement,title_variant,title_variant,0,1,n,n,.,,,,,,,,
title_variant[label],title_variant,Contextualizing label specific to the data in the field,.,title,n,shared,"{0,1}",not indexed,x,x,x,Other details > Variant title: or Former title: depending on [type] value,Not displayed if [display]=false,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,https://trlnmain.atlassian.net/browse/TD-475,n,pass through/store vernacular -- no special processing,test/verification needed,subelement,title_variant,title_variant,0,4,n,n,.,,,,,,,,
title_variant[lang],title_variant,Script/language code for field,Apply appropriate Solr language parsers,title,n,shared,"{0,1}",not indexed,x,x,x,x,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,https://trlnmain.atlassian.net/browse/TD-475,n,na - no vernacular expected,{na},subelement,title_variant,title_variant,0,0,n,y,.,,,,,,,,
title_variant[type],title_variant,Type of variant title field,.,title,n,shared,"{0,1}",not indexed,x,x,x,x,Controls whether field label will be Variant title: or Former title:,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,https://trlnmain.atlassian.net/browse/TD-475,n,na - no vernacular expected,{na},subelement,title_variant,title_variant,0,4,n,n,.,,,,,,,,
title_variant[value],title_variant,"Variant title data to be displayed and, if [indexed_value] element is not populated, indexed",.,title,n,shared,{1},title;;;keyword,x,x,x,Other details > Variant title: or Former title: depending on [type] value,Not displayed if [display]=false,high,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,https://trlnmain.atlassian.net/browse/TD-475,n,vernacular processing needed,define new subelement - map/doc needed,subelement,title_variant,title_variant,0,6,n,n,.,,,,,,,,
upc,x,Universal product code,x,ids,n,shared,"{0,n}",ids;;;keyword,y,x,x,Other details > (ids cluster) > UPC:,x,x,x,x,Follows misc_id pattern and documentation listed in https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,https://trlnmain.atlassian.net/browse/TD-465,y,na - parent element -- see subelements,{na},parent element,misc_id,misc_id,0,0,.,y,.,,,,,,,,
upc[qual],upc,Universal product code. Qualifying info only,Contextualizes the recorded UPC,ids,n,shared,"{0,n}",not indexed,y,x,x,Other details > (ids cluster) > UPC:,x,x,x,x,Follows misc_id pattern and documentation listed in https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,https://trlnmain.atlassian.net/browse/TD-465,n,pass through/store vernacular -- no special processing,test/verification needed,subelement,misc_id,misc_id,0,2,.,y,.,,,,,,,,
upc[type],upc,"Label for the ID. Will be either: ""UPC"" or ""UPC (canceled or invalid)""",x,ids,n,shared,{1},not indexed,x,x,x,Other details > (ids cluster) > UPC:,x,x,x,x,Follows misc_id pattern and documentation listed in https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,https://trlnmain.atlassian.net/browse/TD-465,n,na - no vernacular expected,{na},subelement,misc_id,misc_id,0,2,.,y,.,,,,,,,,
upc[value],upc,Universal product code. Indexed numeric portion,Syndetics API data match point. Possible search term,ids,n,shared,{1},ids;;;keyword,x,x,x,Other details > (ids cluster) > UPC:,x,x,UPC,x,Follows misc_id pattern and documentation listed in https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,https://trlnmain.atlassian.net/browse/TD-465,n,na - no vernacular expected,{na},subelement,misc_id,misc_id,0,1,.,y,.,,,,,,,,
url,x,.,.,url,n,local,"{0,n}",not indexed,y,x,?,Depends on url[rel] value. Documentation will clarify this,x,x,Finding Aid URL;;;Primary URL;;;Repository URL;;;Secondary URL;;;Thumbnail URL,x,.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/url.adoc,.,y,na - parent element -- see subelements,{na},parent element,default,array of serialized JSON strings not flattened,0,0,.,.,.,,,,,,,,
url[href],url,The actual URL,Target location of hyperlink,url,n,local,{1},not indexed,x,x,?,Depends on url[rel] value. Documentation will clarify this,x,x,x,x,.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/url.adoc,.,n,na - no vernacular expected,{na},subelement,default,array of serialized JSON strings not flattened,0,1,.,.,.,,,,,,,,
url[note],url,Textual note for display that is NOT part of the link text.,x,url,n,local,"{0,1}",not indexed,x,x,?,Depends on url[rel] value. Documentation will clarify this,x,x,x,x,.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/url.adoc,.,n,pass through/store vernacular -- no special processing,{na},subelement,default,array of serialized JSON strings not flattened,0,0,.,.,.,,,,,,,,
url[restricted],url,"If true, access to resource at URL is restricted to institutional affiliates (via IP range or authentication). If false, resource at URL is freely available to anyone. Defaults to true if not explicitly set. ",Used to determine whether/how URLs will be shown in expand to TRLN for other institutions,url,n,local,"{0,1}",not indexed,x,x,x,x,x,x,Access Facet,x,.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/url.adoc,.,n,na - no vernacular expected,{na},subelement,default,array of serialized JSON strings not flattened,0,3,n,.,.,,,,,,,,
url[text],url,Link text,Text that may be made into a clickable hyperlink pointing to the url[href] value,url,n,local,"{0,1}",not indexed,x,x,?,Depends on url[rel] value. Documentation will clarify this,x,x,x,x,.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/url.adoc,.,n,pass through/store vernacular -- no special processing,test/verification needed,subelement,default,array of serialized JSON strings not flattened,0,1,.,.,.,,,,,,,,
url[type],url,"URL relator, or type of URL",Different types of URLs need to be displayed in different parts of the record and/or labeled differently,url,n,local,{1},not indexed,x,x,x,x,x,x,x,x,.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/url.adoc,.,n,na - no vernacular expected,{na},subelement,default,array of serialized JSON strings not flattened,0,5,.,.,.,,,,,,,,
vendor_marc_id,x,MARC record control number assigned by source other than OCLC,"Staff search, possibly of use for rolling up e-resources or other format records, if institutions use the same MARC record source",ids,n,local,"{0,n}",ids;;;keyword,x,x,x,x,"Index, but don't display. Users don't care about vendor MARC record ids, but this is potentially a useful thing for staff to search on",?,x,x,x,needed,.,n,na - no vernacular expected,{na},simple element,default,.,0,1,y,.,.,,,,,,,,
virtual_collection,x,"Collection/group names searchable but not displayed anywhere. Can be used to scope special searches, power various logic, etc.",Needed by institutions.,meta,n,local,"{0,n}",virtual collection,x,? - hidden/backend-only facet,x,x,x,x,x,x,x,needed,https://trlnmain.atlassian.net/browse/TD-404,n,na - no vernacular expected,{na},simple element,default,.,0,1,y,y,.,,,,,,,,
